Date,DOI,Source,Title,Abstract,Section,Citations to retracted article,Citing reasons,Sentiment (negative/neutral/positive),Mentions the article retraction,Notes
2004,10.1186/1471-2458-4-5,doi.org,Validation of the diagnosis of autism in general practitioner records,"Background
We report on the validity of the computerized diagnoses of autism in a large case-control study investigating the possible association between autism and the measles, mumps and rubella vaccine in the UK using the General Practitioner Research Database (GPRD). We examined anonymized copies of all relevant available clinical reports, including general practitioners' (GP) notes, consultant, speech therapy and educational psychologists reports, on 318 subjects born between 1973 and 1997 with a diagnosis of autism or a related disorder recorded in their electronic general practice record.
Methods
Data were abstracted to a case validation form allowing for the identification of developmental symptoms relevant to the diagnosis of pervasive developmental disorders (PDDs). Information on other background clinical and familial features was also abstracted. A subset of 50 notes was coded independently by 2 raters to derive reliability estimates for key clinical characteristics.
Results
For 294 subjects (92.5%) the diagnosis of PDD was confirmed after review of the records. Of these, 180 subjects (61.2%) fulfilled criteria for autistic disorder. The mean age at first recording of a PDD diagnosis in the GPRD database was 6.3 years (SD = 4.6). Consistent with previous estimates, the proportion of subjects experiencing regression in the course of their development was 19%. Inter-rater reliability for the presence of a PDD diagnosis was good (kappa = .73), and agreement on clinical features such as regression, age of parental recognition of first symptoms, language delay and presence of epilepsy was also good (kappas ranging from .56 to 1.0).
Conclusions
This study provides evidence that the positive predictive value of a diagnosis of autism recorded in the GPRD is high.
",Background;;," Improved operationalisation of diagnostic definitions within nosographies has occurred (American Psychiatric Association, 1994; World Health Organization, 1992), in parallel with the development of more precise diagnostic instruments such as the Autism Diagnostic Interview [2] and the Autism Diagnostic Observational Schedule [3]. There has also been an increasing concern by the public about this group of disorders, prompted, in part, by concern that the rates of PDD may have increased in recent decades [4–6]; and that the cause of the increase may be due to the side effects of vaccination [7–9] or increased exposure of young infants to neurotoxins such as methylmercury or thimerosal [10].
The investigation of risk factors for autism in epidemiological surveys has been limited by the small size of many studies;;
",cites for information;;,neutral;;,no;;,
2004,10.1201/9780203026229.ch3,Other,"Etiology of Autism 
",None,middle section;“MMR VACCINATION AND AUTISM”;;,"The saga of measles, mumps, and rubella (MMR) vaccination and autism started when Wakefield et al. reported a series of 12 cases that allegedly developed 
regressive autism after receiving MMR vaccination. The symptoms were apparently mediated by MMR vaccine-induced enterocolitis that, in turn, allowed neurotoxic metabolites to be absorbed from the gut (129,130). However, population-based studies of autism have not found any association between autism and MMR vaccination (131,132). 
",disputes;;,neutral;;,no;;,
2004,10.1080/14034940310018192,Other,"Ethics and vaccination 
","Background: Immunization programmes are ethically defensible and society has a significant role to play in providing vaccination against measles and safeguarding herd immunity to optimize its individuals’ capabilities. Since preventive actions interfere with individuals who consider themselves as healthy, public health strategies – as distinct from advice in a clinical consultation – require something approaching certainty as to benefits and possible side effects of an intervention. The principle of individual autonomy, a fundamental value in bioethics, often makes discussions covering ethical issues in public health interventions difficult and non-productive as to practical solutions. In encounters intended to provide information on vaccination, discussions regarding risks tend to simplify the issue into an individual one: either the child gets measles or not, or is affected by side effects or not. Method and conclusions: A model is suggested for identification and analysis of the ethical conflicts in measles vaccination programmes, which contains two different dimensions: the affected persons and the relevant ethical principles. Justice as solidarity, not utility, should be paired with autonomy in ethical deliberations on preventive health interventions such as a vaccination programme for measles. If the goal is solidarity rather than conformity, the parents must be free to decide what they think is right, because that is what moral responsibility is all about. Solidarity, however, could never be accepted as an argument without parents trusting the messages from the health institutions and availability of reasonable societal support for those who claim an association between vaccinations and possible side effects. ",middle section;“IMMUNIZATION PROGRAMMES”;;,"Side effects are rare, often lack confirmable symptoms and as such are often difficult to refute. In particular, researchers from the United Kingdom have claimed that there is an association between autism, intestinal abnormalities, and measles vaccination (7, 8). Criticisms of the alleged association have been notable (9, 10).;;",describes;;,neutral;;,no;;,
2004,10.1111/j.1365-263x.2004.00552.x,doi.org,Issues of integrity and trust,None,None,"Public unease has led to a collapse in confidence in the UK's vaccination programme with many parents now seeking alternatives. Key to the concern was a study published in the Lancet in 1998 which was interpreted as indicating a possible link between the MMR vaccine, inflammatory bowel disease and autism [1]. The paper has since been dismissed by the Medical Research Council as being poor science [2] and there has been a partial retraction from a majority of the authors [3].",credits;;,negative;;,yes;;,This article is an Editorial.
2004,10.2105/ajph.94.6.990,doi.org,"Vaccine Risk Perception Among Reporters of Autism After Vaccination: Vaccine Adverse Event Reporting System 1990–2001

","Objectives. We investigated vaccine risk perception among reporters of autism to the Vaccine Adverse Event Reporting System (VAERS).
Methods. We conducted structured interviews with 124 parents who reported autism and related disorders to VAERS from 1990 to 2001 and compared results with those of a published survey of parents in the general population.
Results. Respondents perceived vaccine-preventable diseases as less serious than did other parents. Only 15% of respondents deemed immunization extremely important for children’s health; two thirds had withheld vaccines from their children.
Conclusions. Views of parents who believe vaccines injured their children differ significantly from those of the general population regarding the benefits of immunization. Understanding the factors that shape this perspective can improve communication among vaccine providers, policymakers, and parents/patients.","introduction;;
Middle section; “methods”;;
Final section; “Discussion”;;
Final section; “Discussion”;;","Despite scientific evidence that vaccination does not cause autism,1–11 many people continue to believe that a causal association exists. Particularly after a case series12 concerning measles–mumps–rubella vaccine (MMR), autism, and gastrointestinal symptoms received wide publicity, the public became concerned about a possible link. Understanding people’s mental models13 of autism, that is, their existing understanding and prior beliefs about vaccines and autism, might help to improve communication about vaccines among vaccine providers, policy makers, and parents/patients.;;
For open-ended questions such as, “What made you think that ______’s symptoms might be related to a vaccination?” the most frequent answers were summarized by category (newspaper article, family/friends, Web site), and the remainder were independently reviewed by 2 of the authors (A. B. and E. J. W.).
To assess whether report or reporter characteristics changed after the promulgation of news relating to autism and vaccines, we analyzed data by the date that VAERS reports were received. The highly publicized case series about vaccines and autism was published in February 1998.12 In July 1999, the American Academy of Pediatrics (AAP) and the US Public Health Service recommended that manufacturers remove or reduce thimerosal in vaccines.11 Two separate date stratifications—1 with March 1, 1998, as a cutoff and 1 with August 1, 1999, as a cutoff—were performed.;;
Other potential influences are less important in the respondents’ minds. Nevertheless, the media clearly played an influential role.
Approximately three quarters of the VAERS reports were received after the original case series was published,12 and two thirds were received after the AAP/US Public Health Service’s thimerosal recommendation.11 Respondents whose reports were received after the original case series was published were more likely than earlier reporters to cite the MMR vaccine as a contributing factor.;;
Respondents whose reports were received after the original case series was published were more likely than earlier reporters to cite the MMR vaccine as a contributing factor. One respondent specifically mentioned the Wakefield case series12 as a reason to attribute her child’s symptoms to a vaccine; her VAERS report, which was received 2 years after the article was published, listed MMR as the sole vaccine. Lingam et al. reported that parents who had observed regression in their autistic children—rather than delayed development—were more likely to speculate about the MMR vaccine and other possible causes of autism.17;;","credits;;
discusses;;
obtains background from;;
discusses;;","negative;;
neutral;;
neutral;;
neutral;;",no;;,
2004,10.1080/10284150400004155,Other,"Immune Response to Dietary Proteins, Gliadin and Cerebellar Peptides in Children with Autism 
","The mechanisms behind autoimmune reaction to nervous system antigens in autism are not understood. We assessed the reactivity of sera from 50 autism patients and 50 healthy controls to specific peptides from gliadin and the cerebellum. A significant percentage of autism patients showed elevations in antibodies against gliadin and cerebellar peptides simultaneously. For examining cross-reaction between dietary proteins and cerebellar antigens, antibodies were prepared in rabbits, and binding of rabbit anti-gliadin, anti-cerebellar peptides, anti-MBP, anti-milk, anti-egg, anti-soy and anti-corn to either gliadin- or cerebellar-antigen-coated wells was measured. In comparison to anti-gliadin peptide binding to gliadin peptide at 100%, the reaction of anti-cerebellar peptide to gliadin peptide was 22%, whereas the binding of anti-myelin basic protein (MBP), anti-milk, anti-egg and anti-soy to gliadin was less than 10%. Further examination of rabbit anti-gliadin (EQVPLVQQ) and anti-cerebellar (EDVPLLED) 8 amino acid (AA) peptides with human serum albumin (HSA) and an unrelated peptide showed no binding, but the reaction of these antibodies with both the cerebellar and gliadin peptides was greater than 60%. This cross-reaction was further confirmed by DOT-immunoblot and inhibition studies. We conclude that a subgroup of patients with autism produce antibodies against Purkinje cells and gliadin peptides, which may be responsible for some of the neurological symptoms in autism.",introduction;;,"Autism is a complex developmental disorder with unkriov^Ti etiology. As with many complex diseases, genetic and environmental factors including diet, infections and xenobiotics play a critical role in the development of autism (Ivarsson et al, 1990; Wakefield et al, 1998; Edelson and Cantor, 2000; Fatemi et al, 2002; Kibersti and Roberts, 2002; Vojdani et al, 2002; Shi et al, 2003). Opioid peptides are considered components in the etiology of autism, and these peptides are available from a variety of food sources. ;;",obtains support from;;,neutral;;,no;;,
2004,10.1177/088307380401900602,Other,"Neurologic Complications of Immunization 
","In the United States and many other developed countries, active immunization of children has virtually eliminated poliomyelitis, measles, rubella, tetanus, and other diseases, such as disease due to Haemophilus influenzae type b. 
Individualvaccinescanproducesystemicorneurologicreactionsrangingfromminorevents,suchaspainanderythema at the injection site, to major complications, such as seizures, shock, encephalopathy, or death. Immunization programs have also generated considerable controversy, as witnessed by recent concerns regarding the relationship between vac- cines or their constituents and autism or multiple sclerosis. This review summarizes current information regarding vaccines, the diseases that they prevent, and the potential relationships between vaccines and neurologic disease. J( Child Neurol 
2004; 19:405-412). 
",middle section;“Measles-Mumps-Rubella”;;,"Death usually ensues, although occasional patients can improve transiently during therapy with ribavirin.1-1,l6-18 
In 1998, Wakefield and colleagues published their obser- vations of 12 children (11 male) who presented to a gas- troenterology clinic with evidence for gastrointestinal disease and developmental regression resembling autism. 19 Onset of the children’s behavioral symptoms was associated, by par- ents, with administration of the measles-mumps-rubella vac- cine in eight cases and with measles infection in one. 
",describes;;,neutral;;,no;;,
2004,10.1097/00005176-200406001-01002,None,P0878 SPECIFIC HISTOLOGICAL FINDINGS EXIST IN DIGESTIVE MUCOSA IN AUTISTIC CHILDREN WITH GASTROINTESTINAL SYMPTOMS?,"Introduction: Autistic children develop gastrointestinal symptoms, recent studies evaluated the function and structure of the mucosal gut in children with autistc disorders.
Methods: We study 45/75 autistic children. All the patients we accomplished clinic history, physical exploration, laboratory test, upper gastrointestinal endoscopy and colonoscopy. Biopsies were obtained from mucosa esophagus, stomach, duodenun and colon. and compared with biopsies of children without autism (control group). Statistical analysis mean + SD, X, X2 test, significance p<0.05
Results: Fourty five autistic children (13 girls and 42 boys); mean age 1,98 + 1,37 years (18m-12years). Gastrointestinal symptoms: vomiting 44,44%, chronic diarrea 35,55%, constipation and spittle both 33,33%. We not found specific histological finding between the groups p0.05. In contrast, the histological diagnosis most frecuently detected in autistic children were reflux esophagitis (88,88%) and chronic active gastritis with lympho-nodular hyperplasia by Helicobacter pylori (55,56%), a difference between group p <0.001 and p<001 respectively. No there wasn’t differencies in duodenum and colon. Lymphonodular hyperplasia was seen in 39 autistic children with chronic active duodenitis, in 23/39 we detected Giardia intestinalis infecction. We found association between lymphonodular hyperplasia and Helicobacter pylori or Giardia infection p<0.002. The chronic active colitis with lymphonodular hyperplasia for food allergies occurred in 68,89% autistic children.
Conclusion: The histological changes are not specific of autistic children. We suggest that lymphonodular hyperplasia is a specific finding local reactivity in children with infeccion and food allergy independient condition of autism. We conclude that all autistic children should be evaluated carefully for high incidence gastrointestinal desease found in this study.",,,,,,Article not found
2004,10.1111/j.1477-9730.2004.00037.x,doi.org,Editorial,None,None,"Far be it from The Photogrammetric Record to comment on medical matters way beyond our own discipline. But the recent allegation of ‘‘conflict of interest’’ (Deer, 2004) and the hasty partial retraction (The Lancet, 2004) of the very publication of the original paper (Wakefield et al., 1998), on grounds that the lead author received funding in relation to some of the work reported, raise issues which affect every scientific journal, and every cash‐strapped academic.
For readers unfamiliar with the controversy, the 1998 paper presented, inter alia, the fact that a number of parents of children in the study (and in some cases their own doctors) perceived a link between MMR vaccination and the onset of the child's symptoms of autism.",discusses;;,negative;;,yes;;,This article is an Editorial.
2004,10.12968/bjon.2004.13.14.14309,Other,Exploring the evidence surrounding the debate on MMR and autism,"Autism is a poorly understood condition that would appear to be on the increase. There is currently much concern about a possible link between the measles, mumps and rubella (MMR) vaccination and autism which has resulted in a substantial reduction in the uptake of MMR, putting children at risk of three significant childhood diseases. This article looks at the evidence for a link between MMR and autism, finding that while a plausible hypothesis has been constructed, there is no substantive evidence for such a link and that the quality of this evidence is, in many cases, poor. This is due, in part, to the difficulties inherent in pre- and postlicensure vaccination research. These difficulties and the importance of vaccination and parental understanding of risk are discussed.


","middle section;“Background to MMR-autism hypothesis”;Background ;;
middle section;“Background to MMR-autism hypothesis”;Background ;;
middle section;“Background to MMR-autism hypothesis”;Background ;;","Although some concerns predate this, the cur- rent crisis regarding measles, mumps and rubella (MMR) dates back to the publication of a paper by Andrew Wakefield and his col- leagues in autumn 1998 (Wakefield et al, 1998).This paper presented a case series of 12 children who had been referred to his group as a result of having a history of a pervasive developmental disorder with loss of acquired skills (or developmental regression) and gas- trointestinal symptoms. ;;
The reason for the hypothesized link seen in this study between MMR, gastrointestinal dis- ease and autism is not clear. One suggested rea- son is the ‘opioid excess theory’ (Wakefield et al, 1998).This suggests that excessive absorption of protein fragments from foods might lead to direct or indirect damage to brain development and neuroregulation as a result of them acting as centrally acting opioids, or blocking the break- down of endogenous opioids. ;;
This suggests that excessive absorption of protein fragments from foods might lead to direct or indirect damage to brain development and neuroregulation as a result of them acting as centrally acting opioids, or blocking the break- down of endogenous opioids. Inflammatory gas- trointestinal disease facilitates this abnormal absorption, explaining the link between the two conditions seen (Wakefield et al, 1998). 
For this theory to explain a link between MMR and autism, the MMR vaccine would need to be implicated in the inflammatory gas- trointestinal diseases seen in these children. ;;
","credits;;
Cites for information;;
updates;;","neutral;;
neutral;;
neutral;;",no;;,
2004,10.1093/pch/9.6.373,doi.org,"Ethics in research: Immunization and autism links 

",None,None,"This applies to all researchers, regardless of whether they are generating or testing hypotheses.
In 1998, The Lancet published a manuscript, written by Wakefield et al (1), that detailed 12 children who were referred to the gastroenterology clinic of the Royal Free Hospital and School of Medicine in London, United Kingdom, with what was described as chronic enterocolitis and regressive developmental disorder. Following a description of the extensive investigation of the cause of these children's medical illness, the authors hypothesized that the administration of measles-mumps-rubella (MMR) vaccine could precipitate chronic inflammatory bowel disease that would then lead to autism.;;",describes;;,neutral;;,no;;,This article is an Editorial.
2004,10.1038/nm0704-658,doi.org,"News In Brief

",None,middle section;“Autism-vaccine link debunked—again”;;,"The committee’s findings settle the issue for most scientists, but some critics are calling for more research, saying the report is based on flawed data. 
The panel of 13 experts was convened in 2001 in response to safety concerns from a study linking the onset of cognitive problems with MMR vaccination (Lancet 351, 637; 1998). After reviewing the published literature, the committee found no solid evidence of an MMR vaccine–autism link. ",obtains background from;;,negative;;,no;;,
2004,10.1345/aph.1d293,doi.org,"Relationship Between MMR Vaccine and Autism



","OBJECTIVE:
To evaluate the proposed link between the administration of the measles, mumps, and rubella (MMR) vaccine and the development of autism.

DATA SOURCES:
A literature search utilizing MEDLINE (1966–November 2003), with the key terms measles, mumps, rubella, and autism, was conducted. Review of the references listed in the articles identified was also performed.

DATA SYNTHESIS:
Ten articles that specifically evaluated the possible relationship between the MMR vaccine and autism were identified. Review articles, commentaries, and evaluations of a link between gastrointestinal symptoms in autistic children and MMR immunization were excluded.

CONCLUSIONS:
Based upon the current literature, it appears that there is no relationship between MMR vaccination and the development of autism.

","Background;;
Related works; “LITERATURE REVIEW”;;
Related works; “LITERATURE REVIEW”;;
Related works; “LITERATURE REVIEW”;;","Recently, there has been a great deal of discussion in the medical literature regarding a possible association between the MMR vaccine and the development of autism. The controversy was brought to the forefront following a 1998 case series report in which the authors hypothesized a “unique disease process” of bowel abnormalities and autism in a small group of children who had received MMR immunization.2 The authors hypothesized that the MMR vaccine causes inflammation of the gastrointestinal tract, producing a leaky bowel that allows for the circulation of neurotoxins that can cause central nervous system damage and developmental regression.3;;
The studies reviewed here sought to evaluate whether a causal relationship can be determined between administration of MMR vaccine and the development of autism. In the first of these investigations, Wakefield et al.2 submitted a case series report of 12 children between 3 and 11 years of age who were referred to a pediatric gastroenterology clinic with symptoms of enterocolitis and a history of normal development followed by a loss of acquired skills. All children underwent gastrointestinal, neurologic, and behavioral assessment.;;
Although the authors were unable to demonstrate an association between autism and MMR vaccine, the findings sparked suspicion regarding the safety of the vaccine in both the general public and the medical community.
Following the Wakefield et al.2 report, another group conducted a cross-sectional epidemiologic study to evaluate whether the MMR vaccine could be causally associated with autism.9 Four hundred ninety-eight autistic children born between 1979 and 1998 were identified using the special needs and disability registers of North East Thames, UK. A time-trend analysis was performed to evaluate whether there was a change in the incidence of autism after the addition of the MMR vaccine to the immunization schedule.;;
Since the number of children with autism continued to increase, the investigators concluded that administration of MMR vaccine was not linked to the development of autism.
Taylor et al.16 conducted a follow-up population study to investigate whether administration of MMR vaccine was associated with bowel problems and developmental regression in children with autism, as was hypothesized by Wakefield et al.2 Autistic children born from 1979 to 1998 were identified using the special needs and disability registers of North East Thames, UK. The children were evaluated for bowel disorders, age of onset of developmental concerns, and symptoms of developmental regression.;;

","credits;;
describes;;
discusses;; 
discusses;; ","neutral;;
neutral;;
neutral;;
neutral;;",no;;,
2004,10.1080/10810730490474327,Other,"Truth and Health Consequences

",None,None,,,,,Bad citations format
2004,10.1097/01.mop.0000133711.72529.78,doi.org,"Immunizations, neonatal jaundice, and animal-induced injuries","Purpose of review 
Published studies during the past year about three topics important to the pediatric clinician—- immunizations, neonatal jaundice, and animal-induced injuries—are concisely reviewed.
Recent findings 
Recent updates regarding vaccines including the questionable link with autism, implementation of universal influenza vaccination for young children, the efficacy of pneumococcal vaccine against invasive disease, and new information on pertussis, varicella, hepatitis A, hepatitis B, measles, and rotavirus vaccination are discussed. No association between measles/mumps/rubella vaccine or thimerosal-containing pertussis vaccine and autism is evident. Universal influenza vaccination for children 6 to 23 months of age will be recommended for the 2004–2005 flu season, and this implementation should reduce significant school absenteeism as well as complications seen last year including encephalopathy, seizures, respiratory failure, and pneumonia. Pneumococcal vaccine significantly reduces rates of invasive pneumococcal vaccine in healthy and HIV-infected children, although it does not appear to greatly affect otitis media rates. A reduction in post-vaccine febrile seizures appears to be present since the introduction of acellular pertussis vaccine. Multiple outbreaks in varicella have been reported since the introduction of the varicella vaccine, and a booster vaccination may be necessary in the future. Methods for detecting and preventing severe neonatal hyperbilirubinemia are reviewed, as well as anticipated recommendations from the American Academy of Pediatrics for the detection and management of hyperbilirubinemia. High bilirubin levels in preterm infants may result in hearing dysfunction and developmental impairment. The American Academy of Pediatrics has recommended a higher level of monitoring for newborn jaundice and treatment of hyperbilirubinemia in an effort to prevent kernicterus and sequelae from elevated bilirubin levels, including post-discharge follow-up appointment by day 3 to 5 of age. Dog bites in children with resultant post-traumatic stress disorder, rabies, and salmonellosis from pet reptiles in the home are also addressed. Clinicians need to be aware of the risk for rabies bites, need to recognize that dog bites in children appear to cause post-traumatic stress disorder in more than half of cases, and need to know how to educate patients on how to prevent salmonellosis from pet reptiles and amphibians.
Summary 
Progress has been made in immunizations, especially immunization for influenza, pneumonia, and pertussis. It is recommended that monitoring for neonatal hyperbilirubinemia be more thorough to prevent the consequences of this condition. Rabies, post-traumatic stress disorder from dog bites, and salmonellosis associated with pet reptiles constitute an important area for patient education.",First section; “IMMUNIZATIONS”;;,"The proposed link between vaccines and the development of autism has generated tremendous controversy, especially since the appearance of a provocative article in 1998 by Wakefield et al. [1]. This article suggested a temporal association of behavioral features of autism with the previous administration of measles-mumps-rubella (MMR) vaccine, sparking a heated international debate regarding the safety of MMR vaccine.",credits;;,neutral;;,no;;,
2004,10.1177/088307380401900106,Other,"Seizures and Epilepsy Among Children With Language Regression and Autistic Spectrum Disorders



","Clinical and subclinical seizures occur frequently among children with autistic spectrum disorders. Electrographic status epilepticus in sleep, or continuous spike-wave in slow-wave sleep, is a typical feature of acquired epileptic aphasia and Landau-Kleffner syndrome. Seizures and epilepsy are more common among children with autistic spectrum disorder who experience language regression, especially those who experience language regression after the age of 2 years. Although the seizures associated with Landau-Kleffner syndrome and with acquired epileptic aphasia can be easily treated, improvement in language function often does not follow successful treatment of seizures. There are no published randomized clinical trials of treatments for Landau-Kleffner syndrome or for autistic language regression. Broad-spectrum antiepileptic drugs not associated with cognitive slowing are probably the treatment of choice for epilepsy among children with autistic spectrum disorder. Large multisite trials are needed to determine treatment efficacy among children with Landau-Kleffner syndrome and acquired epileptic aphasia and to establish whether there is a cause-effect relationship between electrographic status epilepticus in sleep or continuous spike-wave in slow-wave sleep and autistic language regression. (J Child Neurol 2004;19(Suppl 1):S49-S57).
",introduction;;,"The increase in diagnosed autism in the general popu- lation has not been adequately explained. The question of whether the measles, mumps, and rubella vaccine is asso- ciated with a n increased prevalence of autism 11 has prompted several studies. All well-designed studies of the autistic spectrum disorder-measles, mumps, and rubella vaccine relationship have not demonstrated any evidence of a causal association.l~’-1~ 
",disputes;;,neutral;;,no;;,
2004,10.1177/014107680409701115,doi.org,Book of the Month: MMR: Science and Fiction,None,None,"Richard Horton, Editor of The Lancet, found thirteen books referring to Andrew Wakefield’s paper and the MMR vaccination ‘crisis’ on the shelves of his local bookshop.1 Now he adds a fourteenth.2 ",obtains background from;;,neutral;;,no;;,This article has no paragraphs in it.
2004,10.1016/j.phr.2004.09.003,Other,"What's Going on? The Question of Time Trends in Autism



","Increases in the reported prevalence of autism and autistic spectrum disorders in recent years have fueled concern over possible environmental causes. The author reviews the available survey literature and finds evidence of large increases in prevalence in both the United States and the United Kingdom that cannot be explained by changes in diagnostic criteria or improvements in case ascertainment. Incomplete ascertainment of autism cases in young child populations is the largest source of predictable bias in prevalence surveys; however, this bias has, if anything, worked against the detection of an upward trend in recent surveys. Comparison of autism rates by year of birth for specific geographies provides the strongest basis for trend assessment. Such comparisons show large recent increases in rates of autism and autistic spectrum disorders in both the U.S. and the U.K. Reported rates of autism in the United States increased from <3 per 10,000 children in the 1970s to >30 per 10,000 children in the 1990s, a 10-fold increase. In the United Kingdom, autism rates rose from <10 per 10,000 in the 1980s to roughly 30 per 10,000 in the 1990s. Reported rates for the full spectrum of autistic disorders rose from the 5 to 10 per 10,000 range to the 50 to 80 per 10,000 range in the two countries. A precautionary approach suggests that the rising incidence of autism should be a matter of urgent public concern.

","introduction;;
Middle section; “	REVIEW OF U.S. AND U.K. STUDIES ”;;","Is autism primarily a genetic disorder, as many would claim,18 or do environ- mental factors play a stronger role than previously acknowl- edged? In comparison to the methodological hypotheses, the search for possible environmental causes has generated far greater controversy, particularly as iatrogenic hypotheses have been advanced and challenged.19–24 
In the context of these controversies, a careful review of the available literature is essential. ;;
Figure 1 shows a comparison of reported prevalence rates across surveys from the U.K. and U.S., using the mid-point year of birth as the basis for comparing survey populations. This comparison demonstrates that reported autism rates in the U.K. rose from 􏰌10 per 10,00019,35,42,83,89 to the 17 to 31 per 10,000 range61,78 over 40 years and that reported PDD rates rose to approximately 60 per 10,000 in the same pe- riod.61,78,95 ;;","cites for information;;
obtains background from;;","neutral;;
neutral;;",no;;,
2004,10.1089/acm.2004.10.1033,Other,"Pilot Study of a Moderate Dose Multivitamin/Mineral Supplement for Children with Autistic Spectrum Disorder


","Objective: Determine the effect of a moderate dose multivitamin/mineral supplement on children with autistic spectrum disorder.
Design: Randomized, double-blind, placebo-controlled 3-month study.
Subjects: Twenty (20) children with autistic spectrum disorder, ages 3–8 years.
Results: A Global Impressions parental questionnaire found that the supplement group reported statistically significant improvements in sleep and gastrointestinal problems compared to the placebo group. An evaluation of vitamin B6 levels prior to the study found that the autistic children had substantially elevated levels of B6 compared to a control group of typical children (75% higher, p < 0.0000001). Vitamin C levels were measured at the end of the study, and the placebo group had levels that were significantly below average for typical children, whereas the supplement group had near-average levels.
Discussion: The finding of high vitamin B6 levels is consistent with recent reports of low levels of pyridoxal-5-phosphate and low activity of pyridoxal kinase (i.e., pyridoxal is only poorly converted to pyridoxal- 5-phosphate, the enzymatically active form). This may explain the functional need for high-dose vitamin B6 supplementation in many children and adults with autism.
",introduction;;,"It has been hypothe- sized that this imbalance is related to a metallothionein de- fect, and suggests that people with autism should avoid cop- per and take extra zinc. 
B12 deficiency 
A functional B12 deficiency has been suggested by a study that found elevated urinary methylmalonic acid in autistics (Wakefield et al., 1998). 
Calcium deficiency Landgreme found that 22% of autistic children measured low 24-hour urinary calcium excretion (Landgreme and Landgrebe, 1976). ;;",cites for information;;,neutral;;,no;;,
2005,10.1191/0969733005ne757oa,Other,Informing Education Policy on MMR: balancing individual freedoms and collective responsibilities for the promotion of public health,"The recent decrease in public confidence in the measles, mumps and rubella vaccine has important implications for individuals and public health. This article presents moral arguments relating to conflicts between individual autonomy and collective responsibilities in vaccination decisions with a view to informing and advising health professionals and improving the effectiveness of education policies in avoiding resurgence of endemic measles. Lower population immunity, due to falling uptake, is hastening the need for greater public awareness of the consequences for the population. Vaccination refusals go hand in hand with responsibilities owed to future generations and society in not knowingly contributing to preventable harms. Issues such as parents’ rights are considered and balanced against: collective responsibilities for public health; permissibility of ‘free-riding’; conflicting duties of health professionals; and possible enforcement of vaccination. It is suggested that the arguments may form a persuasive tool for the practice of health professionals involved in informing and supporting parents’ vaccination decisions.

",Background;;,"Additionally, should such a low vaccina- tion rate be maintained, there would be an increased likelihood of a resurgence of measles as an endemic disease, with a low permanent level of infection in the population. 
The recently released research by Wakefield and his colleagues, who claimed to have found evidence of a causal association between MMR and regressive autism and inflammatory bowel disease,9,10 generated a storm of controversy. The result was a fall in uptake rates for immunization using the combined vaccine in the UK. ;;",qualifies;;,neutral;;,no;;,
2005,10.1080/02813430510031306,doi.org,"Parents’ reported reasons for avoiding MMR vaccination
","Objective. During the second half of the 1990s and the first years of the 2000s a declining coverage for MMR vaccination in two-year-olds was observed in Sweden. The aim was to assess reasons for postponement or non-vaccination. Design. A telephone survey using a structured questionnaire on parents’ attitudes regarding their choice to postpone or abstain from vaccinating their child. Setting. The County of Östergötland in Sweden. Subjects. A total of 203 parents of children who had no registered date for MMR vaccination at a Child Health Centre. Main outcome measures. Parental reasons for non-vaccination. Results. In all, 26 of the 203 children had received MMR vaccination but this had not been registered. Of those not vaccinated, 40% of the parents had decided to abstain and 60% to postpone vaccination. Fear of side effects was the most common reason for non-vaccination in both groups. The main source of information was the media followed by the Child Health Centre. Parents with a single child more often postponed vaccination and those who abstained were more likely to have had a discussion with a doctor or nurse about MMR vaccine. Conclusion. Postponers and abstainers may have different reasons for their decision. The role of well-trained healthcare staff in giving advice and an opportunity to discuss MMR vaccination with concerned parents is very important.
",introduction;;,"In the mid 1990s the debate on the alleged risks of childhood vaccines became intense. This debate was largely stimulated by publications from a single research group suggesting a possible link between measles, measles vaccine, and inflammatory bowel disease [1], and between measles, mumps, and rubella vaccine (MMR) and autism [2]. To date, all expert reviews of the literature as well as population studies have refuted any such association [3–6].",disputes;;,neutral;;,no;;,
2005,10.3917/psye.482.0577,doi.org,Autism and gluten: myths and realities,"A growing number of families subject their autistic children to spe- cific diets without gluten or casein in the hope of alleviating the troubles from which they suffer. These diets have been set in place to respond to various physiopathological hypotheses of which none has yet been clearly proven. In this article, we analyse the data from the literature concerning these hypotheses and propose an interpretation as to the fac- tors which have caused such keen interest in these diets. 
",,,,,,"The original article is written in French. The values reported are translated to English using google dictionary. ;;
Bad citations format"
