title,doi,pubmedid,date,authors,subject,venue,article_type,country,paywall,notes,other_article_info,retraction_reasons,retraction_date,retraction_notice_type,retraction_notice_doi
Declines in Religiosity Predict Increases in Violent Crime-but Not Among Countries With Relatively High Average IQ,10.1177/0956797619897915,31961775,01/21/2020,Cory J Clark; Bo M Winegard; Jordan Beardslee; Roy F Baumeister; Azim F Shariff,(HUM) Religion; (SOC) Political Science; (SOC) Psychology; ,Psychological Science ---SAGE Publications,Research Article,Australia,Canada,United Kingdom; United States; No,"Department of Psychology, Durham University, England Department of Psychology, Marietta College, USA Department of Psychological Science, University of California, Irvine, USA School of Psychology, University of Queensland Department of Psychology, Florida State University Department of Psychology, University of British Columbia, Canada; http://retractionwatch.com/2020/06/27/editors-in-chief-past-and-present-apologize-for-publishing-article-that-feeds-into-racist-narratives/",lack of balance/bias issues; objections by third party; unreliable image; unreliable results,06/26/2020,Retraction,32589552; 10.1177/0956797620941437
Early Pioneers of the Americas: The Role of the Olmecs in Urban Education and Social Studies Curriculum,10.1007/s11256-020-00584-w,,06/25/2020,Greg Wiggan; Annette Teasdell; Marcia J Watson-Vandiver; Sheikia Talley-Matthews,(HUM) History - North America; (SOC) Education; ,Urban Forum ---Springer,Research Article,United States,No,,"UNCC College of Education, University of North Carolina at Charlotte, Room 314, 9201 University City Blvd., Charlotte, NC, 28223-0001, USA",error in analyses; error in data; error in results and/or conclusions,06/25/2020,Retraction,00000000; 10.1007/s11256-020-00584-w
Elite Moniments of the Sayan-Altai Scythian Epoch as Tourist Objects ,,,04/06/2020,Krikunova Karina [КРИКУНОВА КАРИНА] Vadimovna [ВАДИМОВНА]; Dashkovskiy Petr [ДАШКОВСКИЙ ПЁТР] Konstantinovich [АНТИНОВИЧ],[ЭЛИТНЫЕ ПАМЯТНИКИ САЯНО-АЛТАЯ СКИФСКОЙ ЭПОХИ КАК ТУРИСТИЧЕСКИЕ ОБЪЕКТЫ],(HUM) History - Asia; ,Conference Abstract/Paper,Russia,No,,"НАУЧНОЕ СООБЩЕСТВО СТУДЕНТОВ. МЕЖДИСЦИПЛИНАРНЫЕ ИССЛЕДОВАНИЯ ---Общество с ограниченной ответственностью; Altai State University , Russian Federation, Barnaul",false/forged authorship,05/31/2020,Retraction,00000000; unavailable
When did the «tribute of Dorpat» appear,10.21638/11701/spbu19.2019.211,,01/01/2020,Philip Dmitrievich Podberyozkin,(HUM) History - Asia; ,Studia Slavica et Balcanica Petropolitana ---St Petersburg State University,Research Article,Belarus,No,,"Department of Rare Books and Manuscripts, Central Scientific Library of the National Academy of Sciences of Belarus, Minsk, Belarus",duplication of article,05/25/2020,Retraction,00000000; 10.21638/11701/spbu19.2019.211
Quantic approach to mind-matter interaction,10.12032/life2020-0422-401,,04/25/2020,Namik Kemal Mahallesi; Kampus Caddesi,(HUM) Philosophy; (PHY) Physics; (SOC) Psychology; ,Life Research ---TMR Publishing Group,Research Article,Turkey,No,,"Department of Anesthesiology and Intensive Care, Pain Medicine, Traditional and Complementary Medicine, Tekirdag Namik Kemal University",plagiarism of article,05/20/2020,Retraction,00000000; unavailable
Frontmatter,10.1515/9783110619768,,01/01/2019,Anonymous,(HUM) Arts -Literature/Poetry; ,Provenienzforschung in deutschen Sammlungen ---De Gruyter,Book Chapter/Reference Work,Unknown,No,,unknown,notice - limited or no information,04/30/2020,Retraction,00000000; 10.1515/9783110619768-fm
"Artistic features of the tourist route in Wieng sub-district, Chiang Saen district, Chiang Rai province",,,01/01/2013,Pattarepan Pantu,(B/T) Urban Planning; (HUM) Arts - General; ,Area Based Development Research Journal ---Thailand Science Research and Innovation (TSRI),Research Article,Thailand,No,,"School of Social Sciences, Chiang Rai Rajabhat University",plagiarism of article,04/17/2020,Retraction,00000000; unavailable
Civilization and Decivilization in Bosnia: A Case-Study from a Mountain Community in Hercegovina,,,01/01/1997,Mart Bax,(HUM) Religion; ,Ethnologia Europaea ---Open Library of Humanities,Research Article,Netherlands,No,,Amsterdam Free University; http://retractionwatch.com/?s=mart+bax; http://retractionwatch.com/2020/05/07/it-took-a-long-time-for-the-scientific-community-to-realize-that-he-was-simply-making-things-up/,falsification/fabrication of data; investigation by company/institution; misconduct - official investigation/finding; misconduct by author,03/27/2020,Retraction,00000000; 10.16995/ee.1801
Holy Mary and Medjugorje’s Rocketeers: The Local Logic of an Ethnic Cleansing Process in Bosnia,,,01/01/2000,Mart Bax,(HUM) Religion; ,Ethnologia Europaea ---Open Library of Humanities,Research Article,Netherlands,No,,Amsterdam Free University; http://retractionwatch.com/?s=mart+bax; http://retractionwatch.com/2020/05/07/it-took-a-long-time-for-the-scientific-community-to-realize-that-he-was-simply-making-things-up/,falsification/fabrication of data; investigation by company/institution; misconduct - official investigation/finding; misconduct by author,03/27/2020,Retraction,00000000; 10.16995/ee.1801
How the Mountain Became Sacred: The Politics of Sacralization in a Former Yugoslav Community,,,01/01/1992,Mart Bax,(HUM) Religion; ,Ethnologia Europaea ---Open Library of Humanities,Research Article,Netherlands,No,,Amsterdam Free University; http://retractionwatch.com/?s=mart+bax; http://retractionwatch.com/2020/05/07/it-took-a-long-time-for-the-scientific-community-to-realize-that-he-was-simply-making-things-up/,falsification/fabrication of data; investigation by company/institution; misconduct - official investigation/finding; misconduct by author,03/27/2020,Retraction,00000000; 10.16995/ee.1801
'Killing the Dead' in Surmanci: About the Local Sources of “the War” in Bosnia,,,01/01/1996,Mart Bax,(HUM) Religion; ,Ethnologia Europaea ---Open Library of Humanities,Research Article,Netherlands,No,,Amsterdam Free University; http://retractionwatch.com/?s=mart+bax; http://retractionwatch.com/2020/05/07/it-took-a-long-time-for-the-scientific-community-to-realize-that-he-was-simply-making-things-up/,falsification/fabrication of data; investigation by company/institution; misconduct - official investigation/finding; misconduct by author,03/27/2020,Retraction,00000000; 10.16995/ee.1801
Return to Mission Status? Religious Reality and Priestly Perception in Catholic Dutch Brabant,,,01/01/1988,Mart Bax,(HUM) Religion; ,Ethnologia Europaea ---Open Library of Humanities,Research Article,Netherlands,No,,Amsterdam Free University; http://retractionwatch.com/?s=mart+bax; http://retractionwatch.com/2020/05/07/it-took-a-long-time-for-the-scientific-community-to-realize-that-he-was-simply-making-things-up/,falsification/fabrication of data; investigation by company/institution; misconduct - official investigation/finding; misconduct by author,03/27/2020,Retraction,00000000; 10.16995/ee.1801
The Saints of Gomila: Ritual and Violence in a Yugoslav Peasant Community,,,01/01/1992,Mart Bax,(HUM) Religion; ,Ethnologia Europaea ---Open Library of Humanities,Research Article,Netherlands,No,,Amsterdam Free University; http://retractionwatch.com/?s=mart+bax; http://retractionwatch.com/2020/05/07/it-took-a-long-time-for-the-scientific-community-to-realize-that-he-was-simply-making-things-up/,falsification/fabrication of data; investigation by company/institution; misconduct - official investigation/finding; misconduct by author,03/27/2020,Retraction,00000000; 10.16995/ee.1801
The Seers of Medjugorje: Professionalization and Management Problems in a Yugoslav Pilgrimage Center,,,01/01/1990,Mart Bax,(HUM) Religion; ,Ethnologia Europaea ---Open Library of Humanities,Research Article,Netherlands,No,,Amsterdam Free University; http://retractionwatch.com/?s=mart+bax; http://retractionwatch.com/2020/05/07/it-took-a-long-time-for-the-scientific-community-to-realize-that-he-was-simply-making-things-up/,falsification/fabrication of data; investigation by company/institution; misconduct - official investigation/finding; misconduct by author,03/27/2020,Retraction,00000000; 10.16995/ee.1801
The Security Sector Reform in Macedonia: An Externally Driven Process,10.1163/18763332-0401025,,12/08/2018,Teresa Maria Cierco,(HUM) History - Europe; (SOC) Political Science; ,Southeastern Europe ---Brill,Review Article,Portugal,No,,Instituto Português de Relações Internacionais (IPRI),investigation by journal/publisher; plagiarism of article,03/06/2020,Retraction,00000000; 10.1163/18763332-0401025A
Effectiveness of music therapy with relaxation technique on stress management as measured by perceived stress scale,10.1097/MD.0000000000015107,30985665,04/12/2019,Francisca N Ogba; Moses O Ede; Charity N Onyishi; Patricia U Agu; Amaka B Ikechukwu-Ilomuanya; Janet N Igbo; Nkechi Egenti; Ifeyinwa Manafa; Chijioke Amoke; Nneka C Nwosu; Faith C Omeke; Bernedeth N Nwafor; Kingsley C Amadi; Edith N Nwokenna; Samuel C Ugwoke,(HSC) Medicine - Rehabilitation/Therapy; (HUM) Arts - Music; (SOC) Psychology; ,Medicine ---Wolters Kluwer,Research Article,Nigeria,No,,"Department of Educational Foundations, Alex Ekwueme Federal University, Ndufu-Alike Ebonyi State Department of Educational Foundations, University of Nigeria, Nsukka, Enugu State Department of Educational Foundations, Chukwuemeka Odumegwu Ojukwu University, Igbariam Anambra State Department of Sociology and Anthropology, Faculty of Education, University of Nigeria, Nsukka Department of Art Education, University of Nigeria, Nsukka, Enugu State, Nigeria",error in analyses,03/01/2020,Retraction,32176117; 10.1097/MD.0000000000019635
Gay on God’s Campus: Mobilizing for LGBT Equality at Christian Colleges and Universities,10.1093/socrel/srz006,,04/06/2019,Dawne Moon,(HUM) Religion; (SOC) Sexual And Marital Studies; ,Sociology of Religion ---Oxford Academic,Research Article,United States,No,,Marquette University,date of retraction/other unknown; duplicate publication through error by journal/publisher,03/01/2020,Retraction,00000000; 10.1093/socrel/srz006
Randomized controlled evaluation of the effect of music therapy with cognitive-behavioral therapy on social anxiety symptoms,10.1097/MD.0000000000016495,31393353,08/01/2019,Nkechi T Egenti; Moses O Ede; Edith N Nwokenna; Theresa Oforka; Bonaventure N Nwokeoma; Daniel I Mezieobi; Sabastian O Onah; Kelechi R Ede; Chijioke Amoke; Edmund E Offordile; Ngozi E Ezeh; Celestine O Eze; Patrick E Eluu; Kingley C Amadi; Benedict E Ugwuanyi; Ngozi C Uzoagba; Grace O Ugwonna; Maduka L Nweke; Vera Victor-Aigbodion,(HSC) Medicine - Rehabilitation/Therapy; (HUM) Arts - Music; (SOC) Psychology; ,Medicine ---Wolters Kluwer,Research Article,Nigeria,No,,"Department of Educational Foundations, University of Nigeria, Nsukka, Enugu State Department of Art Education, Faculty of Education, University of Nigeria, Nsukka, Enugu State Department of Sociology and Anthropology, Faculty of Social Sciences, University of Nigeria, Nsukka, Enugu State Department of Social Science Education, University of Nigeria, Nsukka, Enugu State Department of Agricultural Science Education, Faculty of Education, Delta State University, Abraka, Delta State Department of Arts and Social Science Education, Faculty of Education, Delta State University, Abraka, Delta State Department of Educational Foundations, Faculty of Education, Alex Ekwueme Federal University, Ndufu-Alike Ebonyi State Department of Physiology, Faculty of Basic Medical Sciences, College of Medicine, University of Nigeria, Ituku Ozalla Enugu Campus, Enugu State, Nigeria",error in analyses,03/01/2020,Retraction,32176116; 10.1097/MD.0000000000019634
"Male Desire, Male Frustration … and Epiphany: Mamet’s Edmond as a Species of Supranaturalism",10.1080/0895769X.2017.1422425,,01/18/2018,Robert James Cardullo,(HUM) Arts -Literature/Poetry; ,"ANQ: A Quarterly Journal of Short Articles, Notes and Reviews ---Taylor and Francis",Research Article,Malta,No,,"Department of English, American University of Malta, Marsaskala, Malta",plagiarism of article,02/27/2020,Retraction,00000000; 10.1080/0895769X.2020.1734288
"Disruption, despair and renewal: impacts and voices of the Ukrainian geographical community about the 2014 Russian invasion",10.1080/04353684.2019.1692634,,11/28/2019,Stanley D Brunn; Olena Dronova; Leonid Rudenko; Oleksandr Leiberiuk,(B/T) Government; (HUM) History - Asia; (SOC) Psychology; ,"Geografiska Annaler: Series B, Human Geography ---Taylor and Francis",Research Article,Ukraine,United States,No,"Geography, University of Kentucky, Lexington, KY, USA Department of Economics and Social Geography, Faculty of Geography, Taras Shevchenko National University of Kyiv, Kyiv, Ukraine Cartography Department, Institute of Geography, National Academy of Science of Ukraine, Kyiv, Ukraine",informed/patient consent - none/withdrawn; lack of approval from third party,02/10/2020,Retraction,00000000; 10.1080/04353684.2019.1708013
"'Fraternal Socialism': The International Reconstruction of North Korea, 1953-62",10.1080/1462740500061160,,05/01/2005,Charles K Armstrong,(HUM) History - Asia; ,Cold War History ---Taylor and Francis,Review Article,United States,No,,Columbia University; http://retractionwatch.com/2020/02/20/disgraced-korea-scholar-formerly-of-columbia-loses-paper-for-plagiarism/,plagiarism of article,02/10/2020,Retraction,00000000; 10.1080/14682745.2020.1724643
Is Media Information That Smoking Causes Illness a Self-Fulfilling Prophecy,10.2466/pr0.1989.65.1.177,2780927,08/01/1989,Ronald Grossarth-Maticek; Hans J Eysenck,(HSC) Public Health and Safety; (HUM) Journalism; (SOC) Sociology; ,Psychological Reports ---SAGE Publications,Research Article,United Kingdom,No,,University of London; http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/,concerns/issues about data; investigation by company/institution,02/10/2020,Retraction,00000000; 10.1177/0033294120901992
"Personality, Stress and Disease: Description and Validation of a New Inventory",10.2466/pr0.1990.66.2.355,2349321,04/01/1990,Ronald Grossarth-Maticek; Hans J Eysenck,(HSC) Public Health and Safety; (HUM) Journalism; (SOC) Sociology; ,Psychological Reports ---SAGE Publications,Research Article,United Kingdom,No,,"Institute of Psychiatry, University of London; http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/",concerns/issues about data; investigation by company/institution,02/10/2020,Retraction,00000000; 10.1177/0033294120901992
Can Non-Muslim Courts bring Legal Change in Sharia Laws,10.5539/jpl.v12n4p1,,10/30/2019,Hajed A Alotaibi,(HUM) Religion; (SOC) Law/Legal Issues; ,Journal of Politics and Law ---A M Publishers,Research Article,Saudi Arabia,No,,"Department of Islamic Contemporary Studies, College of Science and Humanities at Hotat Sudair, Majmaah University, Riyadh, Saudi Arabia",notice - limited or no information,02/07/2020,Retraction,00000000; unavailable
