citing_doi,citing_title,citing_author,citing_publication_year,cited_doi,cited_publication_year,cited_retraction_year
10.1590/1982-02752016000300013,"Relationships Between Motivation, Cognitive Styles And Perception Of Teaching Practices For Creativity","Alencar, Eunice Maria Lima Soriano De; Fleith, Denise De Souza",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1002/9781118367377.ch3,Interviewing Highly Eminent Creators,"Nakamura, Jeanne; Fajans, Jeff",2014,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1111/nyas.13136,Creativity In Gifted Identification: Increasing Accuracy And Diversity,"Luria, Sarah R.; O'Brien, Rebecca L.; Kaufman, James C.",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1111/geer.12165,Worker Personality: Another Skill Bias Beyond Education In The Digital Age,"Bode, Eckhardt; Ott, Ingrid; Brunow, Stephan; Sorgner, Alina",2019,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/00098655.2016.1170448,Introducing The Creative Learning Principles: Instructional Tasks Used To Promote Rhizomatic Learning Through Creativity,"Ellis, Violet Adams",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/00140139.2017.1349940,Facilitation Of Creative Performance By Using Blue And Red Accent Lighting In Work And Learning Areas,"Kombeiz, Olga; Steidle, Anna",2017,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.3390/jintelligence3030073,"Differences In Judgments Of Creativity: How Do Academic Domain, Personality, And Self-Reported Creativity Influence Novice Judgesâ€™ Evaluations Of Creative Productions?","Tan, Mei; Mourgues, Catalina; Hein, Sascha; Maccormick, John; Barbot, Baptiste; Grigorenko, Elena",2015,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.5861/ijrsp.2015.923,Impact Of Perceived Social Support And Gender On Creativity Level Of University Undergraduates,"Yousaf, Anam; Ghayas, Saba",2015,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1007/978-3-319-46233-2_3,"Dyslexia, Education And Creativity, A Cross-Cultural Study","Kapoula, ZoÃ¯; Vernet, Marine",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1111/apps.12080,"Rewards And Creativity: Past, Present, And Future","Malik, Muhammad Abdur Rahman; Butt, Arif N.",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/03043797.2013.824411,How Academic Teachers Perceive And Facilitate Creativity,"BjÃ¸rner, Thomas; Kofoed, Lise Busk",2013,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/03055698.2015.1018871,"Can Culturally, Disciplinarily And Educationally Diverse (D3) Teams Function And Be Creative? A Case Study In A Korean University","Santandreu Calonge, David; Safiullin (Eugene Lee), Askhat F.",2015,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/03057267.2012.655038,The Challenges Of Teaching And Learning About Science In The Twenty-First Century: Exploring The Abilities And Constraints Of Adolescent Learners,"Anderman, Eric M.; Sinatra, Gale M.; Gray, Deleon L.",2012,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/0305764x.2013.860081,Can Creativity Be Assessed? Towards An Evidence-Informed Framework For Assessing And Planning Progress In Creativity,"Blamires, Mike; Peterson, Andrew",2014,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/0305764x.2016.1267710,Structured Creative Processes In Learning Playwriting: Invoking Imaginative Pedagogies,"Gardiner, Paul; Anderson, Michael",2017,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/03075079.2019.1593350,Stem Academic Teachersâ€™ Experiences Of Undertaking Authentic Assessment-Led Reform: A Mixed Method Approach,"Hains-Wesson, Rachael, 0000-0002-1549-4504; Pollard, Vikki, 0000-0002-2209-1199; Kaider, Friederika, 0000-0003-4735-3412; Young, Karen, 0000-0002-2764-4418",2019,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1177/1326365x13517185,Communication Studies: Why We Need To Design Environments That Cultivate Creative Competency,"Delmege, Sharon; Oâ€™Mahony, Lauren",2013,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1177/1354067x12464987,The Sociomateriality Of Creativity In Everyday Life,"Tanggaard, Lene",2013,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1186/s12909-016-0823-x,Reflective Practice And Its Role In Facilitating Creative Responses To Dilemmas Within Clinical Communication - A Qualitative Analysis,"Lutz, Gabriele, 0000-0001-5044-8485; Roling, Gudrun; Berger, Bettina; EdelhÃ¤user, Friedrich; Scheffer, Christian",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1007/s00371-015-1193-9,From Inspired Modeling To Creative Modeling,"Cohen-Or, Daniel; Zhang, Hao",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.2501/jar-2017-015,Drivers Of Creativity Within Advertising Agencies,"O'Connor, Huw; Kilgour, Mark; Koslow, Scott; Sasser, Sheila",2017,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1111/caim.12110,"Diversified Knowledge, R&D Team Centrality And Radical Creativity","Tang, Chaoying; Ye, Linna",2015,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1111/caim.12256,Evolving Improvised Ideation From Humour Constructs: A New Method For Collaborative Divergence,"Hatcher, Gillian, 0000-0002-8407-9929; Ion, William, 0000-0003-0693-5942; Maclachlan, Ross, 0000-0002-5581-9529; Marlow, Marion; Simpson, Barbara; Wodehouse, Andrew, 0000-0001-9605-3497",2018,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/14479338.2017.1369141,The Influence Of Decision Comprehensiveness On Innovative Behaviors In Small Entrepreneurial Firms: The Power Of Connectivity,"Friedman, Yair; Carmeli, Abraham",2017,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.9722/jgte.2016.26.4.677,Consistency In Assessment Of Creative Products In Terms Of Evaluators' Knowledge Of Creativity Assessment Criteria And The Type Of Assessment Tools,"Lee, Su Jin; Choe, Ho Seong; Park, Kyung Hee",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1007/s10551-014-2106-y,Development Of Leadership Theory In The Perspective Of Kierkegaardâ€™S Philosophy,"Storsletten, Vivi M. L.; Jakobsen, Ove D.",2014,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.18023/kjece.2017.37.5.018,The Effect Of Father’S Playfulness On Children'S Creative Behavior: The Mediated Effect Of Father'S Parenting Behavior And Playfulness Of The Children,Mira Chung; 강수경; 이방실,2017,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1007/978-94-6300-064-2_1,The Notion Of Emotion In Educational Settings When Learning To Become Innovative And Creative,"Lund, Birthe",2015,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1007/978-94-6300-506-7_6,"A Whole New Way Of Working With Creativity, Innovation And Innovators","Jacobsen, Mary E.; Goulden, Lorna",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1007/978-1-4471-4111-2_10,Does Design Rationale Enhance Creativity?,"Wang, Jing; Farooq, Umer; Carroll, John M.",2012,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1108/et-10-2018-0219,Developing Engineering Students’ Willingness And Ability To Perform Creative Tasks,"Pettersen, Inger Beate; Åmo, Bjørn Willy; Van Der Lingen, Elma; Håvåg Voldsund, Kari; Johnstad Bragelien, Judit",2019,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1108/f-06-2014-0054,Creative Workplace Characteristics And Innovative Start-Up Companies,"Lee, Young S.",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1108/fs-03-2012-0011,Students' Attitude Towards Entrepreneurship: Does Gender Matter In The Uae?,"Majumdar, Sudipa; Varadarajan, Damodharan",2013,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1108/ijem-05-2013-0084,The Survey Thinking Style And Its Relation With Creativity In Physical Education Teachers,"Sadeghi Boroujerdi, Saeed; Hasani, Kaveh",2014,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1177/1745691618767878,Open Science Is Liberating And Can Foster Creativity,"Frankenhuis, Willem E.; Nettle, Daniel",2018,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1177/1745691618794945,A Neuroeconomic Framework For Creative Cognition,"Lin, Hause, 0000-0003-4590-7039; Vartanian, Oshin",2018,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.21833/ijaas.2016.11.012,Creativity Characteristics In Teaching Students With Learning Disabilities Among Pre-Service Teacher In Upsi,"Rabi, Norfishah Mat; Masran, Mohd Nasir Bin",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.21833/ijaas.2017.05.009,Assessment Of Creativity And Innovation At A Saudi University,"Et Al., Touahmia",2017,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1007/978-3-658-17389-0_5,ProblemlÃ¶sungsdruck: Das Soziale Umfeld,"Cropley, David H.; Cropley, Arthur J.",2017,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.4018/978-1-5225-0643-0.ch002,Thinking Inside The Box,"Medeiros, Kelsey E.; Watts, Logan L.; Mumford, Michael D.",,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.4018/978-1-5225-2050-4.ch001,Re-Inventing Organizational Creativity And Innovation Through Adopting A Service-Based Working Culture,"Ketonen-Oksi, Sanna",2017,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.4018/978-1-5225-4952-9.ch002,What Is Creativity?,,2018,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.4018/978-1-5225-4952-9.ch005,Individual Creativity,,2018,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.4018/978-1-5225-7918-2.ch006,"Creativity, Digitality, And Teacher Professional Development","Mishra, Punya; Henriksen, Danah; Mehta, Rohit",2019,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.4018/978-1-60960-519-3.ch008,An Interdisciplinary Workshop For Business-Idea Generation,"Lange, Astrid",2011,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1007/978-3-319-18221-6_9,"Chinese Creativity, With Special Focus On Solitude And Its Seekers","Sundararajan, Louise",2015,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/09500693.2016.1230685,Investigation Of Effective Strategies For Developing Creative Science Thinking,"Yang, Kuay-Keng; Lee, Ling; Hong, Zuway-R; Lin, Huann-Shyang",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/10548408.2012.674879,What Does Hotel Website Content Say About A Propertyâ€”An Evaluation Of Upscale Hotels In Taiwan And China,"Ting, Ping-Ho; Kuo, Chen-Feng; Li, Chia-Ming",2012,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1063/1.5003492,Effectiveness Of Creative And Productive Instructional Method Towards Studentsâ€™ Learning Achievement In Steel Structure Course,"Sugiyanto; Pribadi; Supriyanto, Bambang",2017,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1177/10980482160201-213,"Addressing The Elephant In The Room. (Or, I Dare You To Ignore This Any Longer)","Mallia, Karen L.",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1177/1098048219840784,Why I Teach Advertising,"Devlin, Michael B.",2019,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1002/jocb.221,"Creativity As Identity Skill? Late Adolescents' Management Of Identity, Complexity And Riskâ€�Taking","Sica, Luigia S.; Ragozini, Giancarlo; Di Palma, Tiziana; Aleni Sestito, Laura",2017,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1002/jocb.344,Creative Occupational Therapist: It'S About The Client Using Focus Groups To Explore Creativity In Occupational Therapy,"Oven, Alenka; Lobe, Bojana",2018,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1002/jocb.39,Making Numbers Come To Life: Two Scoring Methods For Creativity In Aurora'S Cartoon Numbers,"Tan, Mei; Mourgues, Catalina; Bolden, David S.; Grigorenko, Elena L.",2013,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1002/jocb.421,A Metaâ€�Analysis Of The Relationship Between Curiosity And Creativity,"Schutte, Nicola S., 0000-0002-3294-7659; Malouff, John M.",2019,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1002/jocb.81,The Style Troika Model: A Structural Model Of The Thinking And Creating Styles Scale,"Ibérico Nogueira, Sara; Almeida, Leonor; Garcês, Soraia; Pocinho, Margarida; Wechsler, Solange",2015,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1007/978-3-319-62968-1_41,Exploring Aspects Of Creativity In Mathematical Modelling,"Wessels, Helena M.",2017,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1007/978-3-319-69650-8_5,Creativity In Freedom Research,"Mcardle, Karen",2018,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1108/jhtt-10-2014-0063,Crowdsourcing Innovative Service Ideas,"Duverger, Philippe",2015,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1108/jkm-04-2013-0136,Physical Environment As A Source For Innovation: Investigating The Attributes Of Innovative Space,"Oksanen, Kaisa; StÃ¥hle, Pirjo",2013,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1177/0734282911428196,Identifying And Assessing Creativity As A Component Of Giftedness,"Kaufman, James C.; Plucker, Jonathan A.; Russell, Christina M.",2011,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1177/0735633118770800,"Can An Integrated System Of Electroencephalography And Virtual Reality Further The Understanding Of Relationships Between Attention, Meditation, Flow State, And Creativity?","Yang, Xiaozhe; Cheng, Pei-Yu; Lin, Lin; Huang, Yueh Min; Ren, Youqun",2018,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.4324/9780203888841.ch21,Intellectual Styles And Creativity,"Sternberg, Robert; Zhang, Li-Fang",2008,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1007/978-3-662-44214-2_15,Creative Thinking,"Traut-Mattausch, Eva; Kerschreiter, Rudolf; Burkhardt, Christoph",2014,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.5367/ihe.2014.0228,When Did You Last Predict A Good Idea?,"Penaluna, Kathryn; Penaluna, Andrew; Jones, Colin; Matlay, Harry",2014,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.5465/amle.2010.0003,To “Catch The Sparkling Glow”: A Canvas For Creativity In The Management Classroom,"Baker, Diane F.; Baker, Susan J.",2012,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1007/s12564-015-9378-5,Fostering Successful Intellectual Styles For Creativity,"Zhang, Li-Fang",2015,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.13106/jafeb.2019.vol6.no2.123,The Impact Of Creative Role Identity And Creative Self-Efficacy On Employee Creativity In The Hotel Business,"Kim, Ji-Eun",2019,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1177/097226291101500205,Entrepreneurial Competencies,"Jain, Ravindra K.",2011,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1177/1052562918786992,Youâ€™Ve Been Framed! The Effect Of Opportunity And Prosocial Framing On The Novelty And Usefulness Of Student Solutions,"Bertels, Heidi M. J., 0000-0001-7777-976X",2018,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1177/105678791202100405,Perceptions Of Creativity By Turkish Student Teachers,"Dikici, Ayhan",2012,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1145/2757226.2764556,Examining The Association Between Users Creative Thinking And Field Dependence-Independence Cognitive Style Through Eye Movement Components,"Nisiforou, Efi A.",2015,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1145/3050385.3050389,Integrating Simulation Of Activity On Tangible Device In The Rafale Human-System Interface Conception Process,"Hauret, Daniel; Donnot, Julien; Van Belleghem, Laurent",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.17507/jltr.0605.18,The Nature Of Metacognitive Awareness In Foreign Language Learners And Its Interaction With Creativity,"Shoghi, Sara; Ghonsooly, Behzad",2015,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.17759/sps.2018090108,The Influence Of Stress Factors On The Effectiveness Of Passing The Assessment By Employees With Different Levels Of Creativity,"Khachaturova, M.R.; Fedorova, A.A.",2018,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1002/j.2162-6057.2010.tb01328.x,Unfolding The Measurement Of The Creative Personality,"Zampetakis, Leonidas A.",2010,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1002/j.2162-6057.2010.tb01335.x,The Effects Of Domain Knowledge And Instructional Manipulation On Creative Idea Generation,"Hao, Ning",2010,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1007/978-3-319-71058-7_55-1,"Creativity, Innovation, And Sustainable Development","Nakao, Breno Henrique Tomiyoshi; De Andrade Guerra, José Baltazar Salgueirinho Osório",2019,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1007/978-3-319-72381-5_3,The Create Excellence Frameworkâ€™S Impact On Enhancing Creativity: Examining Elementary Teacher Candidate Mathematics Lesson Planning,"Tassell, Janet Lynne; Stobaugh, Rebecca; Maxwell, Marge",2018,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1142/s1363919616400016,Redefining Creativity And Innovation In Organisations: Suggestions For Redirecting Research,"CastaÃ±er, Xavier",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/10400410802633533,"Generators And Interpretors In A Performing Arts Population: Dissociation, Trauma, Fantasy Proneness, And Affective States","Thomson, Paula; Keehn, E. B.; Gumpel, Thomas P.",2009,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/10400410903579494,Revenge Of The “Neurds”: Characterizing Creative Thought In Terms Of The Structure And Dynamics Of Memory,"Gabora, Liane",2010,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/10400410903579635,Team Creativity In Web Site Design: An Empirical Test Of A Systemic Model,"CurÅŸeu, Petru Lucian",2010,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/10400419.2011.545734,The Effect Of Negotiator Creativity On Negotiation Outcomes In A Bilateral Negotiation,"De Pauw, Ann-Sophie; Venter, David; Neethling, Kobus",2011,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/10400419.2011.545750,"Differential Effects Of Divergent Thinking, Domain Knowledge, And Interest On Creative Performance In Art And Math","Jeon, Kyung-Nam; Moon, Sidney M.; French, Brian",2011,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/10400419.2012.730003,The Effect Of Intrinsic Motivation On The Affect And Evaluation Of The Creative Process Among Fine Arts Students,"Stanko-Kaczmarek, Maja",2012,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/10400419.2013.752235,Intrinsic Motivation And Creativity Related To Product: A Meta-Analysis Of The Studies Published Between 1990–2010,"De Jesus, Saul Neves; Rus, Claudia Lenuţa; Lens, Willy; Imaginário, Susana",2013,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/10400419.2013.752287,The Relationship Between Parenting Styles And Creativity In A Sample Of Jamaican Children,"Fearon, Danielle D.; Copeland, Daelynn; Saxon, Terrill F.",2013,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/10400419.2014.901068,Heritability Of Creative Achievement,"Piffer, Davide; Hur, Yoon-Mi",2014,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/10400419.2016.1125248,Linking Failure Feedback To Individual Creativity: The Moderation Role Of Goal Orientation,"He, Yimin; Yao, Xiang; Wang, Shuhong; Caughron, Jay",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/10400419.2016.1125270,Exploring The Assessment Of And Relationship Between Elementary Studentsâ€™ Scientific Creativity And Science Inquiry,"Yang, Kuay-Keng; Lin, Shu-Fen; Hong, Zuway-R; Lin, Huann-Shyang",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/10400419.2016.1162543,Winning The Future: An Investigation Into The Creativity Capacity Across The Levels Of Education In Ireland,"Leahy, Keelin",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/10400419.2016.1195616,Short Term Intervention Model For Enhancing Divergent Thinking Among School Aged Children,"Doron, Eyal",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1002/9781119119302.biblio,Bibliography,,2019,10.1016/j.cub.2015.09.056,11/05/2015,08/05/2019
10.1007/978-3-319-57063-1_6,Conclusion,"Hasan, Rumy",2017,10.1016/j.cub.2015.09.056,11/05/2015,08/05/2019
10.4300/jgme-d-19-00265.1,"""A Daily Dose Of Humanities""",,2019,10.4300/JGME-D-17-00910.1,06/01/2018,06/01/2019
10.1123/ssj.2017-0088,"“You Have To Play Like A Man, But Still Be A Woman”: Young Female Colombians Negotiating Gender Through Participation In A Sport For Development And Peace (Sdp) Organization","Oxford, Sarah; Mclachlan, Fiona",2018,10.1080/17430437.2014.919258,05/22/2014,05/09/2019
10.1097/cnj.0000000000000546,Complementary Medicine & Spirituality,"Joseph, Rachel; Fernandes, Samantha; Derstine, Sarah; Mcspadden, Micaela",2019,10.4103/0019-5545.105526,01/07/2013,01/15/2019
10.1371/journal.pone.0201272,Retraction: Atomic Resolution Studies Detect New Biologic Evidences On The Turin Shroud,,2018,10.1371/journal.pone.0180487,06/30/2017,07/19/2018
10.2174/1874149501610010883,Retraction Notice: Country Land Building Intensity Contrast Of Binzhou City Based On Rs And Gis,"Wang, Jianlin; Yang, Yinsheng; Wang, Lei",2016,10.2174/1874149501509010923,10/29/2015,12/29/2016
10.1007/978-3-319-30534-9_17-1,Patriotism And Taxation,"Geys, Benny; Konrad, Kai A.",2017,10.1093/jogss/ogw014,08/26/2016,10/05/2016
10.1007/978-3-319-54484-7_17,Patriotism And Taxation,"Geys, Benny; Konrad, Kai A.",2020,10.1093/jogss/ogw014,08/26/2016,10/05/2016
10.2105/ajph.2015.1057.1726,Notice Of Retraction: Plagiarism In Win Az. “Child Farm Laborers.” Am J Public Health. 2015;105(7):1312. Doi: 10.2105/Ajph.2015.302623,,2015,10.2105/AJPH.2015.302623,05/14/2015,08/01/2015
10.1186/s40201-015-0182-2,"Retraction Note: Estimation Of Flood Environmental Effects Using Flood Zone Mapping Techniques In Halilrood Kerman, Iran","Boudaghpour, Siamak; Bagheri, Majid; Bagheri, Zahra",2015,10.1186/s40201-014-0153-z,12/27/2014,04/17/2015
10.3366/film.2016.0003,Real Images Flow: Mullā Sadrā Meets Film-Philosophy,"Marks, Laura U.",2016,10.1007/s11245-007-9015-y,06/27/2007,02/06/2015
10.1080/14766086.2017.1315316,Is There A Common Understanding Of Spiritual Leader Behaviors?,"Lean, Emily R.; Ganster, Daniel C.",2017,10.1016/j.leaqua.2011.02.002,04/01/2011,04/27/2012;; 07/30/2014;; 10/01/2014
10.21484/kros.2018.15.2.1,The Influence Of Spiritual Leadership On Social Workers’ Organizational Commitment: The Mediating Effects Of Sense Of Calling And Work Engagement,"차명자; Oh, Chang-Taeg",2018,10.1016/j.leaqua.2011.02.002,04/01/2011,04/27/2012;; 07/30/2014;; 10/01/2014
10.21666/muefd.325111,Ruhsal Liderlik Ve Eğitimdeki Yansımaları,"Ertürk, Abbas; Dönmez, Emrah",2017,10.1016/j.leaqua.2011.02.002,04/01/2011,04/27/2012;; 07/30/2014;; 10/01/2014
10.1007/978-3-319-62163-0_43,Coping With Workplace Bullying Through Workplace Spirituality And Spiritual Traditions,"KurtulmuÅŸ, Bekir Emre",2018,10.1016/j.leaqua.2011.02.002,04/01/2011,04/27/2012;; 07/30/2014;; 10/01/2014
10.1891/1061-3749.26.2.364,Psychometric Properties Of The Authentic Leadership Inventory In The Nursing Profession,"Davidson, Elizabeth Sloan; Mitchell, Anita; Beverly, Claudia; Brown, Lana M.; Rettiganti, Mallikarjuna; Walden, Marlene; Wright, Patricia",2018,10.1016/j.leaqua.2011.02.002,04/01/2011,04/27/2012;; 07/30/2014;; 10/01/2014
10.7767/boehlau.9783205791959.309,1. Die Postjugoslawischen Kriege Und Die Reaktionen Des Auslands,,2012,10.1080/014198700329114,12/07/2010,03/28/2014
10.7767/boehlau.9783205793625.319,1. Die Postjugoslawischen Kriege Und Die Reaktionen Des Auslands,,2014,10.1080/014198700329114,12/07/2010,03/28/2014
10.1007/978-3-030-45901-7_1,Introduction,"Attfield, Sarah",2020,10.1386/sfc.13.1.33_1,01/01/2013,01/23/2014
10.3366/iur.2012.0039,Iasil Bibliography For 2011,,2012,10.1353/cdr.2011.0017,09/01/2011,11/17/2011
10.1111/nhs.12238,Interdisciplinary Collaboration In The Use Of A Music-With-Movement Intervention To Promote The Wellbeing Of People With Dementia And Their Families: Development Of An Evidence-Based Intervention Protocol,"Lai, Claudia K. Y.; Lai, Daniel L. L.; Ho, Jacqueline S. C.; Wong, Kitty K. Y.; Cheung, Daphne S. K.",2016,10.1111/j.1365-2702.2010.03368.x,02/07/2011,07/14/2011
10.1177/1471301213514419,The ‘Ripple Effect’: Towards Researching Improvisational Music Therapy In Dementia Care Homes,"Pavlicevic, Mercédès; Tsiris, Giorgos; Wood, Stuart; Powell, Harriet; Graham, Janet; Sanderson, Richard; Millman, Rachel; Gibson, Jane",2013,10.1111/j.1365-2702.2010.03368.x,02/07/2011,07/14/2011
10.1017/qua.2018.56,A New Find Of Macrofossils Of Picea Crassifolia Kom. In Early–Middle Holocene Sediments Of The Qinghai Lake Basin And Its Paleoenvironmental Significance,"Lu, Ruijie; Liu, Xiaokang; Lü, Zhiqiang; Chen, Lu; Du, Jing",2018,10.1111/j.1466-8238.2009.00501.x,11/27/2009,12/17/2010
10.1109/carpi.2012.6356553,Research On Evaluation Method Of Art Design Based On Vague Set,"Shi, Jiaquan",2012,10.1109/ESIAT.2010.5568967,07/17/2010,09/09/2010
10.1080/23080477.2015.11665646,A Smart Audio On Demand Application On Android Systems,"Ding, Ing-Jr; Lin, Tse-Min; Shih, Roung-Chen; Fan, Yang-Cheng; Nian, Ting-Wei",2015,10.1109/ICCSIT.2010.5564489,07/09/2010,09/07/2010
10.1007/978-3-319-02848-4_602-1,"Conscience, Renaissance Understanding Of","Schuessler, Rudolf",2018,10.1111/j.1477-4658.2009.00603.x,08/19/2009,08/12/2010
10.1007/978-3-030-46711-1_4,Dispersal Plagiarism,"Dougherty, M. V.",2020,10.2143/ETL.75.4.504765,12/01/1999,11/15/2009
10.1007/978-3-030-46711-1_4,Dispersal Plagiarism,"Dougherty, M. V.",2020,10.2143/RTPM.67.1.520,01/01/2000,11/12/2009
10.1007/978-3-476-05321-3_5,Wirkung,"Wöhrle, Georg; Hellmann, Oliver; Opsomer, Jan; Kukkonen, Taneli; Tuninetti, Luca F.; Ricklin, Thomas; Perler, Dominik; Hartung, Gerald; Rapp, Christof; Brüllmann, Philipp; Burkard, Anne; Corcilius, Klaus; Malink, Marko; Kullmann, Wolfgang; Hübner, Johannes; Pfeiffer, Christian; Kauffmann, Clemens; Kienpointner, Manfred",2011,10.1017/CCOL0521822424.012,01/01/2006,01/01/2007
10.1213/ane.0000000000003846,Contemporary Academic Contributions From Anesthesiologists In Adult Critical Care Medicine,"Kiefer, Jesse J.; Cartron, Alexander; Galvagno, Samuel; Mazzeffi, Michael A.",2019,10.1213/00000539-199905000-00038,05/01/1999,10/23/2020
10.1034/j.1399-6576.2003.00105.x,International Publishing In Anaesthesia - How Do Different Countries Contribute?,"Figueredo, E.; Sánchez Perales, G.; Muñoz Blanco, F.",2003,10.1213/00000539-199905000-00038,05/01/1999,10/23/2020
