3316,"Duration of Survival in Patients with Myeloma Treated with Thalidomide (BLS) Biology - Cancer; (HSC) Biostatistics/Epidemiology; (HSC) Medicine - Oncology; (HSC) Medicine - Pharmacology;  The New England Journal of Medicine ---Massachusetts Medical Society University of Arkansas for Medical Sciences, Little Rock, AR 72205 Cancer Research and Biostatistics, Seattle, WA 98101",+Duplication of Data,Bart Barlogie John D Shaughnessy Jr John Crowley,07/10/2008 18614793 10.1056/NEJMc0801352,09/25/2008 18815407 10.1056/NEJMc086378,Letter Retraction,United States No
35,"Immune cell-mediated endothelial cell dysfunction during hypercholesterolemia involves interferon-dependent signaling (BLS) Biology - Cellular; (BLS) Nutrition; (HSC) Medicine - Cardiovascular; (HSC) Medicine - Diabetes; (PUB) Society/Association Journals;  American Journal of Physiology - Heart and Circulatory Physiology ---APS: American Physiological Society Department of Molecular and Cellular Physiology, Department of Molecular and Cellular Physiology, Baton Rouge, LA 70807",+Falsification/Fabrication of Data+Investigation by Company/Institution+Investigation by ORI+Misconduct - Official Investigation/Finding+Misconduct by Author,Ryan M Wolfort Karen Y Stokes D Neil Granger,09/05/2008 18775849 10.1152/ajpheart.00497.2008,09/19/2008 18775849 10.1152/ajpheart.00497.2008,Research Article Retraction,United States No
4034,"Autologous Myoblasts and Fibroblasts for Treatment of Stress Urinary Incontinence: A Randomised Controlled Trial (BLS) Biology - Cancer; (BLS) Biology - Cellular; (HSC) Medicine - Obstetrics/Gynecology; (HSC) Medicine - Oncology; (HSC) Medicine - Urology/Nephrology;  Lancet ---Elsevier Department of Urology, University of Innsbruck, Austria Institute for Biochemical Pharmacology, University of Innsbruck, Austria Department of Radiology II, University of Innsbruck, Austria Department of Medical Statistics, Informatics, and Health Economy, University of Innsbruck, Austria http://retractionwatch.com/2010/10/18/another-stem-cell-paper-retracted-for-breach-of-established-ethical-guidelines/",+Concerns/Issues About Data+Concerns/Issues About Results+Ethical Violations by Author+Investigation by Company/Institution+Lack of Approval from Company/Institution,Hannes Strasser Rainer Marksteiner Eva Margreiter Germar Michael Pinggera Michael Mitterberger Ferdinand Frauscher Hanno Ulmer Martin Fussenegger Kurt Kofler Georg Bartsch,06/30/2007 17604800 10.1016/S0140-6736(07)61014-9,09/06/2008 18774408 10.1016/S0140-6736(08)61320-3,Clinical Study Retraction,Austria No
2786,"A Swelling in the Buccal Mucosa with Intracranial Involvement (BLS) Anatomy/Physiology; (BLS) Neuroscience; (HSC) Medicine - Pathology; (HSC) Medicine - Surgery;  Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology ---Elsevier Department of Oral and Maxillofacial Pathology, Saveetha Dental College & Hospitals, Tamilnadu, India",+Duplication of Article+Euphemisms for Duplication,Pratibha Ramani T Chandrasekar N Anuja M R Muthusekar Herald J Sherlin Amol Kulkarni,03/01/2007 17197205 10.1016/j.tripleo.2006.09.010,09/01/2008 18714442,Research Article Retraction,India No
2517,"An Algorithm for Total and Subtotal Facial Reconstruction Using an Expanded Transposition Flap: a 20-year Experience (BLS) Anatomy/Physiology; (BLS) Biology - General; (HSC) Medicine - Surgery;  Plastic and Reconstructive Surgery ---Wolters Kluwer Johns Hopkins School of Medicine, Baltimore, Md., USA",+Concerns/Issues About Results,Robert J Spence,03/01/2008 18317129 10.1097/01.prs.0000299911.54966.13,09/01/2008 18766085 10.1097/01.prs.0000334026.22781.18,Research Article Retraction,United States No
3785,"Comparison of cardioprotective effects of salvianolic acid B and benazepril on large myocardial infarction in rats. (HSC) Medicine - Alternative; (HSC) Medicine - Pharmacology;  Pharmacological Reports ---Polish Academy of Sciences Institute of Chinese Herbal Medicine, College of Pharmaceutical Sciences, Zhejiang University, 310058 Hangzhou, China",+Duplication of Article+Investigation by Journal/Publisher,Hai-Bo He Xian-Zhe Yang Meng-Qiong Shi Xiao-Wei Zeng Li-Mao Wu Lian-Da Li,05/01/2008 18622062,09/01/2008 19177602,Research Article Retraction,China No
996,"Intrauterine Hormonal Environment and Risk of Developing Anorexia Nervosa (BLS) Biology - Molecular; (HSC) Medicine - Endocrinology; (HSC) Medicine - Psychiatry;  Archives of General Psychiatry ---JAMA Network Surrey and Borders Partnership NHS Trust, Chertsey, and Department of Psychiatry, Medical School, University of Sussex, Brighton, England Department of Statistics and Actuarial Science, University of Waterloo, Waterloo, Ontario, Canada",+Error in Image+Results Not Reproducible,Marco Procopio Paul Marriott,12/01/2007 18056548 10.1001/archpsyc.64.12.1402,09/01/2008 18763372,Research Article Retraction,Canada United Kingdom No
4411,"Investigation of an outbreak of chikungunya in Malegaon Municipal areas of Nasik district, Maharashtra (India) and its control. (HSC) Medicine - Immunology; (HSC) Medicine - Infectious Disease;  Journal of Vector Borne Diseases ---National Institute of Malaria Research Centre for Medical Entomology and Vector Management, National Institute of Communicable Diseases, Delhi, India.",+Notice - Limited or No Information,K Kumar M Chhabra R Katyal PK Patnaik H Kukreti A Rai VK Saxena V Mittal S Lal,06/01/2008 18592845,09/01/2008 18814384,Research Article Retraction,India Unknown
174,"Involvement of discoidin domain receptor 1 in the deterioration of pulmonary sarcoidosis (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Pulmonology; (PUB) Society/Association Journals;  American Journal of Respiratory Cell and Molecular Biology ---American Thoracic Society Division of Respiratory Medicine, Respiratory and Stress Care Center, Kagoshima University Hospital, Sakuragaoka 8-35-1, Kagoshima 890-8520, Japan http://retractionwatch.com/the-retraction-watch-leaderboard/",+Falsification/Fabrication of Data+Investigation by Company/Institution+Misconduct - Official Investigation/Finding+Misconduct by Author,Wataru Matsuyama Hideo Mitsuyama Masaki Watanabe Yuko Shirahama Ikkou Higashimoto Mitsuhiro Osame Kimiyoshi Arimura,12/01/2005 16166739 10.1165/rcmb.2005-0236OC,09/01/2008 18695263 10.1165/ajrcmb.39.3.380a,Research Article Retraction,Japan No
1774,"Management of central airway obstruction (HSC) Medicine - Infectious Disease; (HSC) Medicine - Oncology; (HSC) Medicine - Pulmonology;  Clinical Lung Cancer ---Elsevier Division of Pulmonary and Critical Care, Indiana University School of Medicine, Indianapolis, Indiana, USA",+Duplication of Text+Euphemisms for Duplication+Withdrawal,S Sohrab PN Mathur,03/01/2007 17562229 10.3816/CLC.2007.n.009,09/01/2008 18824454 10.3816/CLC.2008.n.045,Research Article Retraction,United States No
5665,"Meticillin-resistant Staphylococcus aureus hepatic abscess treated with tigecycline (BLS) Microbiology; (HSC) Medicine - Infectious Disease;  Journal of Clinical Pathology ---BMJ Publishing Department of Microbiology, Western Infirmary, Glasgow, UK",+Concerns/Issues About Results,Nitish Khanna T Inkster,05/21/2008 18495793 10.1136/jcp.2008.056689,09/01/2008  10.1136/jcp.2008.056689corr1,Research Article Correction,United Kingdom No
4878,"Orphan Receptor Small Heterodimer Partner Is an Important Mediator of Glucose Homeostasis (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Diabetes; (HSC) Medicine - Endocrinology;  Molecular Endocrinology ---Endocrine Society Department of Medicine University of Kansas Medical Center, Kansas City, Kansas 66160, USA Department of Pharmacology, University of Kansas Medical Center, Kansas City, Kansas 66160, USA Department of Molecular and Cellular Biology, Baylor College of Medicine, Houston, Texas 77030, USA Department of Medicine, Baylor College of Medicine, Houston, Texas 77030, USA Joslin Diabetes Center, Harvard Medical School, Boston, Massachusetts 02215, USA Department of Internal Medicine, Keimyung University School of Medicine, Daegu 700-712, Korea",+Error in Data+Error in Image+Results Not Reproducible,Jiansheng Huang Li Wang Pradip Saha Rohit N Kulkarni Min Hu YongDeuk Kim KeunGyu Park Lawrence Chan Arun S Rajan Inkyu Lee David D Moore,11/01/2006 16803864 10.1210/me.2006-0224,09/01/2008 18757780 10.1210/mend.22.9.9999,Research Article Retraction,South Korea United States No
3356,"Polarized release of RANTES by cytotoxic T cells paints tumor targets and enhances apoptotic cell removal (BLS) Biochemistry; (BLS) Biology - Cellular; (HSC) Medicine - Immunology; (HSC) Medicine - Oncology; (PUB) Society/Association Journals;  FASEB Journal : Official Publication of the Federation of American Societies for Experimental Biology ---Federation of American Societies for Experimental Biology Department of Histology and Embryology, the Fourth Military Medical University, 17 Changle West Road, Xi'an, Shaanxi 710032, China",+Concerns/Issues About Authorship+Concerns/Issues about Referencing/Attributions,Zhen Li Feng Xia Yuanqiang Zhang,06/01/2008 18198213 10.1096/fj.07-101212,09/01/2008 18755706 10.1096/fj.07-101212RET,Research Article Retraction,China No
3784,"Protective effect of catechin on ischemia-reperfusion-induced renal injury in rats. (HSC) Medicine - Pharmacology;  Pharmacological Reports ---Polish Academy of Sciences Pharmacology Division, University Institute of Pharmacological Sciences, Panjab University, Chandigarh 160014, India",+Notice - Limited or No Information,Devinder Singh Vikas Chander Kanwaljit Chopra,01/01/2005 15849379,09/01/2008 19172772,Research Article Retraction,India No
3080,"Recent developments in the synthesis of RNA oligonucleotides for potential therapeutic applications (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Rehabilitation/Therapy; (PUB) Society/Association Journals;  Nucleic Acids Symposium Series ---Oxford Academic Division of Therapeutic Proteins, Center for Drug Evaluation and Research, Food and Drug Administration, 8800 Rockville Pike, Bethesda, Maryland, USA",+Notice - Lack of,Jacek Cieslak Andrzej Grajkowski Cristina Ausin Serge L Beaucage,01/01/2004,09/01/2008 18776250 10.1093/nass/nrn028,Research Article Retraction,United States Unknown
3025,"Size and P-glycoprotein expression limit 99mTc-tetrofosmin uptake in parathyroid adenomas (BLS) Biology - Cancer; (HSC) Medicine - Oncology;  Nuclear Medicine Communications ---Lippincott Williams and Wilkins Department of Radiological Technology, Yuanpei Institute of Science and Technology, Hsinchu, Taiwan",+Investigation by Journal/Publisher+Plagiarism of Article,Wei-Tzu Huang,10/01/2002 12352599 unavailable,09/01/2008 18767255 unavailable,Clinical Study Retraction,Taiwan No
175,"Stromal-derived factor-1alpha/CXCL12-CXCR 4 axis is involved in the dissemination of NSCLC cells into pleural space (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Oncology; (HSC) Medicine - Pulmonology; (PUB) Society/Association Journals;  American Journal of Respiratory Cell and Molecular Biology ---American Thoracic Society Third Department of Internal Medicine, Kagoshima University Faculty of Medicine, 8-35-1 Sakuragaoka, Kagoshima 890-8520, Japan http://retractionwatch.com/the-retraction-watch-leaderboard/",+Falsification/Fabrication of Data+Investigation by Company/Institution+Misconduct - Official Investigation/Finding+Misconduct by Author,Ken Ichi Oonakahara Wataru Matsuyama Ikkou Higashimoto Masaharu Kawabata Kimiyoshi Arimura Mitsuhiro Osame,05/01/2004 14672915 10.1165/rcmb.2003-0340OC,09/01/2008 18695264 10.1165/ajrcmb.39.3.380,Research Article Retraction,Japan No
3078,"The Effect of Weight Loss After Gastric Banding on the Molecular Distribution of Serum Adiponectin (BLS) Anatomy/Physiology; (BLS) Biology - Cellular; (HSC) Medicine - Endocrinology;  European journal of Endocrinology (European Federation of Endocrine Societies) ---BioScientifica The Medical Research Laboratories, Clinical Institute, Medical Department M (Diabetes and Endocrinology), Aarhus University Hospital, DK-8000, Aarhus C, Denmark Department of Endocrinology, Aalborg Sygehus, Aarhus University Hospital, DK-9000 Aalborg, Denmark Department of Gastric Surgery, Aalborg Sygehus, Aarhus University Hospital, DK-9000 Aalborg, Denmark",+Concerns/Issues About Data+Date of Retraction/Other Unknown+Notice - Limited or No Information+Withdrawal,Henrik Leth Jens Peter Kroustrup Jens Fromholt Larsen Kristian Kjær Andersen Allan Flyvbjerg Jan Frystyke,08/06/2008 18684858 10.1530/EJE-08-0271,09/01/2008 18684858 10.1530/EJE-08-0271,Clinical Study Retraction,Denmark No
1135,"The Use of Adhesion Prevention Membranes in Abdominal Surgery (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Surgery;  Alimentary Pharmacology & Therapeutics ---Wiley Department of Biosurgery & Surgical Technology, Imperial College London, UK",+Notice - Limited or No Information,H. S Tilney S. Purkayastha V. A Constantinides R. Morris A. W Darzi P. P Tekkis,05/22/2008 18498448 10.1111/j.1365-2036.2008.03740.x,09/01/2008 18803759 10.1111/j.1365-2036.2008.03833.x,Research Article Retraction,United Kingdom No
4324,"Cardiovascular autonomic dysfunction in dementia with Lewy bodies and Parkinson's disease (HSC) Medicine - Cardiology; (HSC) Medicine - Neurology; (PUB) Society/Association Journals;  Journal of the Neurological Sciences ---Elsevier Department of Neurology, Jikei University School of Medicine, 3–25–8, Nishi-shinbashi, Minato-ku, Tokyo, 105–8461, Japan http://retractionwatch.com/2011/09/23/the-goldilocks-retraction-revealing-differences-in-how-several-neurology-journals-handled-related-problems/",+Error in Analyses+Error in Data+Investigation by Company/Institution,Hisayoshi Oka Masayo Morita Kenji Onouchi Masayuki Yoshioka Soichiro Mochio Kiyoharu Inoue,02/15/2007 17306830 10.1016/j.jns.2007.01.002,08/26/2008 18752810 10.1016/j.jns.2008.07.010,Clinical Study Retraction,Japan No
4319,"Cardiovascular dysautonomia in de novo Parkinson's disease (HSC) Medicine - Cardiology; (HSC) Medicine - Neurology; (PUB) Society/Association Journals;  Journal of the Neurological Sciences ---Elsevier Department of Neurology, Aoto Hospital, Jikei University School of Medicine, Tokyo, Japan  Department of Neurology, Third Hospital, Jikei University School of Medicine, Tokyo, Japan  Department of Neurology, Main Hospital, Jikei University School of Medicine, Tokyo, Japan http://retractionwatch.com/2011/09/23/the-goldilocks-retraction-revealing-differences-in-how-several-neurology-journals-handled-related-problems/",+Error in Analyses+Error in Data+Investigation by Company/Institution+Objections by Third Party,Hisayoshi Oka Soichiro Mochiob Kenji Onouchia Masayo Moritaa Masayuki Yoshiokac Kiyoharu Inouec,12/02/2005 16325862 10.1016/j.jns.2005.10.014,08/26/2008 18752810 10.1016/j.jns.2008.07.010,Clinical Study Retraction,Japan No
2581,"Environmental mercury exposure in children: South China's experience (BLS) Nutrition; (BLS) Toxicology; (ENV) Environmental Sciences; (HSC) Medicine - Pediatrics; (HSC) Public Health and Safety; (PUB) Society/Association Journals;  Pediatrics International: Official Journal of the Japan Pediatric Society ---Wiley Division of Neurodevelopmental Paediatrics, The University of Hong Kong  Division of Clinical Biochemistry, Queen Mary Hospital, Hong Kong, China",+Error in Methods+Euphemisms for Duplication,Patrick Ip Virginia Wong Marco Ho Joseph Lee Wilfred Wong,12/22/2004 15660873 10.1111/j.1442-200x.2004.01972.x,08/25/2008 18937768 10.1111/j.1442-200X.2008.02709.x,Research Article Retraction,China No
2292,"Severe Aseptic Leucoencephalopathy: Manifested as Immune Reconstitution Inflammatory Syndrome in Caucasian and African Patients (BLS) Biology - Cellular; (HSC) Medicine - Immunology; (HSC) Medicine - Surgery;  Der Nervenarzt ---Springer Institut für Radiologie, Heinrich-Heine-Universität Düsseldorf, Düsseldorf, Germany Neurologische Klinik, Universitätsklinikum Düsseldorf, Düsseldorf, Germany Klinik für Neurologie, Universitätsklinikum Münster, Münster, Germany Institut für Klinische Radiologie, Universitätsklinikum Münster, Münster, Germany Medizinische Klinik D, Universitätsklinikum Münster, Münster, Germany Institut für Neuropathologie, Universitätsklinikum Münster, Münster, Germany",+Duplication of Text,A Ringelstein C Oelschlaeger G Arendt C Mathys R Dziewas T Niederstadt D Reichelt M Hasselblatt I W Husstedt A Saleh,11/11/2009 19902166 10.1007/s00115-009-2839-5,08/17/2008 23955242 10.1007/s00115-013-3855-z,Research Article Retraction,Germany No
2884,"Letter to the editor response by Vora et al (HSC) Medicine - Orthopedics; (HSC) Medicine - Pediatrics; (HSC) Medicine - Rehabilitation/Therapy;  Spine ---Lippincott Williams and Wilkins Cincinnati Childrens Hospital and Medical CentreCincinnati, OH",+Lack of Approval from Author+Objections by Author(s),Vagmin P Vora Alvin H Crawford,01/01/2008 18165759 10.1097/BRS.0b013e31815e35fe,08/15/2008 18708937 10.1097/BRS.0b013e318182a55f,Letter Retraction,United States No
566,"Peritransplant Tolerance Induction in Macaques: Early Events Reflecting the Unique Synergy Between Immunotoxin and Deoxyspergualin (BLS) Biology - Molecular; (HSC) Medicine - Immunology; (HSC) Medicine - Pathology; (HSC) Medicine - Pharmacology; (HSC) Medicine - Surgery;  Transplantation ---Wolters Kluwer - Lippincott Williams & Wilkins Department of Surgery, University of Alabama at Birmingham, 35294, USA",+Falsification/Fabrication of Data+Investigation by Company/Institution+Investigation by ORI+Misconduct - Official Investigation/Finding+Misconduct by Author,Judith M Thomas Juan L Contreras Xiao L Jiang Devin E Eckhoff Pei X Wang William J Hubbard Andrew L Lobashevsky Weila Wang Clement Asiedu Scott Stavrou William J Cook Michelle L Robbin Francis T Thomas David M Neville Jr,12/15/1999 10609942 unavailable,08/15/2008 18698255 10.1097/01.tp.0000333645.04564.8f,Research Article Retraction,United States Yes
567,"Tolerability and Side Effects of Anti-CD3-immunotoxin in Preclinical Testing in Kidney and Pancreatic Islet Transplant Recipients (BLS) Biology - General; (BLS) Biology - Molecular; (HSC) Medicine - Immunology; (HSC) Medicine - Surgery;  Transplantation ---Wolters Kluwer - Lippincott Williams & Wilkins Division of Transplantation Immunology, University of Alabama at Birmingham, 35294, USA",+Falsification/Fabrication of Data+Investigation by Company/Institution+Investigation by ORI+Misconduct - Official Investigation/Finding+Misconduct by Author,Juan L Contreras Devin E Eckhoff Samuel Cartner Luc Frenette Francis T Thomas Michelle L Robbin David M Neville Jr Judith M Thomas,07/27/1999 10440390 unavailable,08/15/2008 18698256 10.1097/TP0b013e318186833F,Research Article Retraction,United States Yes
2326,"Analysis of the TCR alpha and beta chain CDR3 spectratypes in the peripheral blood of patients with Systemic Lupus Erythematosus. (BLS) Biology - Cellular; (HSC) Medicine - Immunology;  Journal of Autoimmune Diseases ---BioMed Central (BMC) 1Institute of Molecular Immunology, Southern Medical University, Guangzhou, 510515, PR China 2College of Biosciences & Bioengineering, South China University of Technology, Guangzhou, 510641, PR China 3Department of Dermatology & Rheumatology, Nan fang Hospital, Guangzhou, 510515, PR China",+Notice - Limited or No Information,Wei Luo Li Ma Qian Wen Xin-Sheng Yao Na Wang Hong-Yun Zou Ming-Qian Zhou Ying Lin Zhen-Qiang Wu Xiao-Wei He Ju-Fang Wang Xiao-Ning Wang,07/29/2008 18664249 10.1186/1740-2557-5-4,08/11/2008 18694506 10.1186/1740-2557-5-5,Research Article Retraction,China Unknown
1260,"Evaluation of 3D Surface Scanners for Skin Documentation in Forensic Medicine: Comparison of Benchmark Surfaces (BLS) Biology - Cellular; (HSC) Medicine - Dermatology;  BMC Medical Imaging ---BioMed Central (BMC) Institut für Rechtsmedizin, Universität Zürich, Zürich, Switzerland Centre for Geo-Information, Department of Environmental Sciences, Wageningen University, The Netherlands",+Concerns/Issues About Data+Lack of Approval from Third Party+Withdrawal,Wolf Schweitzer Martin Häusler Walter Bär Michael Schaepman,01/31/2007 17266746 10.1186/1471-2342-7-1,08/11/2008 18694478 10.1186/1471-2342-8-15,Research Article Retraction,Netherlands Switzerland No
7844,"Pathogenesis of malignant pleural mesothelioma and the role of environmental and genetic factors (BLS) Biology - Cancer; (BLS) Biology - Molecular; (BLS) Genetics; (HSC) Medicine - Oncology; (HSC) Medicine - Pathology; (HSC) Medicine - Pulmonology; (PUB) Society/Association Journals;  Journal of Carcinogenesis ---Wolters Kluwer - Medknow Cleveland Clinic Lerner College of Medicine, Case Western Reserve University, Cleveland, OHUniversity Hospitals, Case Western Reserve University School of Medicine, Cleveland, OH",+Error by Journal/Publisher,Shoshana J Weiner Siyamek Neragi-Miandoab,07/28/2008 18662397 10.1186/1477-3163-7-3,08/08/2008 18691396 10.1186/1477-3163-7-4,Review Article Retraction,United States No
3315,"Injuries after a Typhoon in China (HSC) Biostatistics/Epidemiology; (HSC) Medicine - General; (PHY) Statistics;  The New England Journal of Medicine ---Massachusetts Medical Society Zhejiang Center for Disease Control and Prevention, Hangzhou 310009, China",+Duplication of Text,Zhenyu Gong Chenliang Chai Chunyu Tu Jinfen Lin Yi Gao Yinwei Qiu,01/11/2007 17215543 10.1056/NEJMc062898,08/07/2008 18687655 10.1056/NEJMc086272,Letter Retraction,China No
3216,"STEALTH matters: a novel paradigm of durable primate allograft tolerance (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Rehabilitation/Therapy; (HSC) Medicine - Surgery; (PUB) Society/Association Journals;  Immunological Reviews ---Wiley University of Alabama at Birmingham, Department of Surgery Transplantation Division, Immunobiology Section, Birmingham, AL, USA",+Cites Prior Retracted Work,Judith M Thomas William J Hubbard Steven K Sooudi Francis T Thomas,10/01/2001 11782260 10.1034/j.1600-065x.2001.1830118.x,08/04/2008 18759935 10.1111/j.1600-065X.2008.00667.x,Review Article Retraction,United States Yes
21648,"Atrial Fibrillation and Pacing Algorithms (HSC) Medicine - Cardiology;  Indian Pacing and Electrophysiology Journal ---Indian Pacing and Electrophysiology Group U.O. Cardiologia e UTIC, Azienda Ospedaliera S. Paolo - Polo Universitario, Department of Medicine, Surgery and Odontoiatry, University of Milan, Italy U. O. di Cardiologia, Presidio Ospedaliero Causa Pia Ospedaliera Uboldo, Cernusco sul Naviglio, Azienda Ospedaliera di Melegnano, Milano, Italy",+Euphemisms for Plagiarism+Plagiarism of Article,Paolo Terranova Barbara Severgnini Paolo Valli Simonetta Dell'Orto Enrico Maria Greco,07/01/2006 16943966 unavailable,08/01/2008 18769537 unavailable,Review Article Retraction,Italy No
2900,"Attention-deficit Hyperactivity Disorder and Blood Mercury Level: A Case-control Study in Chinese Children (BLS) Biology - Cellular; (BLS) Neuroscience; (HSC) Medicine - Pediatrics;  Neuropediatrics ---Thieme Department of Pediatrics and Adolescent Medicine, The University of Hong Kong, Hong Kong, P. R. China",+Error in Methods+Error in Results and/or Conclusions,D K L Cheuk V Wong,08/01/2006 17177150 10.1055/s-2006-924577,08/01/2008 19816840 10.1055/s-0029-1242177,Research Article Retraction,China No
1020,"Effectiveness of Single- Versus Multiple-visit Endodontic Treatment of Two Mandibular Central Incisors From the Same Patient (BLS) Biology - General; (HSC) Medicine - Dentistry;  Australian Endodontic Journal: The Journal of the Australian Society of Endodontology Inc ---Wiley Department of Endodontics, University of Pernambuco, Pernambuco, BrazilSpecialist program of Odontopediatry, University of Ceará, Fortaleza, BrazilDepartment of Endodontics, University of Fortaleza, Fortaleza, Brazil",+Date of Retraction/Other Unknown+Euphemisms for Plagiarism+Plagiarism of Article,Fábio de Almeida-Gomes Bruno Carvalho-Sousa Mariana Carvalho Furtado-Leite Roberto Alves dos Santos Claudio Maniglia-Ferreira,07/27/2007 18666999 10.1111/j.1747-4477.2007.00070.x,08/01/2008 18666999 10.1111/j.1747-4477.2007.00070.x,Research Article Retraction,Brazil Yes
191,"Inhibition of the HERG channel by droperidol depends on channel gating and involves the S6 residue F656 (BLS) Biochemistry; (BLS) Biology - Cellular; (HSC) Medicine - Cardiology; (HSC) Medicine - Pharmacology; (PUB) Society/Association Journals;  Anesthesia & Analgesia ---Wolters Kluwer - Lippincott Williams & Wilkins Department of Anesthesiology, Renmin Hospital of Wuhan University, 99 Ziyang Road, Wuhan 430060, ChinaTongjii Hospital of Huazhong University of Science and Technology, Wuhan, China",+Lack of Approval from Third Party,Tao Luo Ailin Luo Miu Liu Xianyi Liu,04/01/2008 18349188 10.1213/ane.0b013e3181684974,08/01/2008 18713925 10.1213/ane.0b013e31817e7b40,Research Article Retraction,China No
2686,"Long-term Quality of Life After Lung Resection (BLS) Biology - General; (HSC) Medicine - Cardiovascular; (HSC) Medicine - Surgery;  Thoracic Surgery Clinics ---Elsevier Respiratory Medicine, Lister Hospital, Stevenage, SG1 4AB, UK",+Notice - Lack of,J Cannon T Win,02/01/2008 18402204,08/01/2008 18833694,Research Article Retraction,United Kingdom No
1308,"Risk Factors for Retinopathy of Prematurity in Six Neonatal Intensive Care Units in Beijing, China (BLS) Biology - General; (HSC) Medicine - Ophthalmology; (HSC) Medicine - Surgery;  British Journal of Ophthalmology ---BMJ Publishing Peking University People’s Hospital, Beijing, PR China London School of Hygiene and Tropical Medicine, London, UK",+Notice - Limited or No Information,Y Chen X X Li H Yin C Gilbert J H Liang Y R Jiang M W Zhao,03/01/2008 18303154 10.1136/bjo.2007.131813,08/01/2008 18668719,Research Article Retraction,China United Kingdom No
21658,"Sedation and anesthesia in GI endoscopy (HSC) Medicine - Anesthesia/Anaesthesia; (HSC) Medicine - Gastroenterology;  Gastrointestinal Endoscopy ---Elsevier Boston University School of Medicine Mercy Medical Center Baltimore UNC School of Medicine University of Michigan, Ann Arbor Stanford University School of Medicine  Mayo Clinic Scottsdale-Phoenix, Arizona Virginia Mason Medical Center Guthrie University of Washington School of Medicine Cleveland Clinic Foundation Georgetown University Cleveland Clinic Lerner College of Medicine",+Duplication of Article,David R Lichtenstein Sanjay B Jagannath Todd H Baron Michelle A Anderson Subhas Banerjee Jason A Dominitz Robert D Fanelli Sengian Gan Melanie Edwyn Harrison Steven O Ikenberry Bo Shen Leslie E Stewart Khalid Mahmood Khan John J Vargo,07/24/2008 18656591 10.1016/j.gie.2008.06.002,08/01/2008 18656591 10.1016/j.gie.2008.06.002,Guideline Retraction,United States No
17974,"Cancer is a preventable disease that requires major lifestyle changes (BLS) Anatomy/Physiology; (BLS) Biology - Cancer; (HSC) Medicine - Rehabilitation/Therapy;  Pharmaceutical Research ---Springer Cytokine Research Laboratory, Department of Experimental Therapeutics, The University of Texas M. D. Anderson Cancer Center, Houston,USA",+Error in Text,Preetha Anand Ajaikumar B Kunnumakara Chitra Sundaram Kuzhuvelil B Harikumar Sheeja T Tharakan Oiki S Lai Bokyung Sung Bharat B Aggarwal,07/15/2008 18626751 10.1007/s11095-008-9661-9,07/30/2008 18626751 10.1007/s11095-008-9690-4,Review Article Correction,United States No
4539,"Comparative analysis of natural killer cell activity, lymphoproliferation and lymphocyte surface antigen expression in nonhuman primates housed at the CIRMF Primate Center, Gabon (BLS) Biology - Cellular; (BLS) Zoology; (HSC) Medicine - Immunology;  Journal of Medical Primatology ---Wiley Centre International de Recherches Médicales de Franceville (CIRMF), B.P. 769, Franceville, Gabon",+Notice - Lack of+Notice - Limited or No Information,Virginie Poaty-Mavoungou Richard Onanga Philippe Yaba André Délicat Guy Dubreuil Elie Mavoungou,02/01/2001 11396861 10.1111/j.1600-0684.2001.300104.x,07/28/2008 18759949 10.1111/j.1600-0684.2008.00310.x,Research Article Retraction,Gabon Yes
4530,"Detection of simian immunodeficiency virus (SIV)-specific T-cell-mediated cytotoxicity in the peripheral blood from infected cynomolgus monkeys (BLS) Genetics; (BLS) Zoology; (HSC) Medicine - Immunology; (HSC) Medicine - Infectious Disease;  Journal of Medical Primatology ---Wiley Centre International de Recherches Médicates de Franceville (CIRMF) BP 769, Franceville, Gabon",+Notice - Lack of+Notice - Limited or No Information,Elie Mavoungou Fousseyni S Toure Philippe Yaba Aicha Sall Andre Delicat Virginie Poaty-Mavoungou,12/01/1999 10733203 10.1111/j.1600-0684.1999.tb00279.x,07/28/2008 18759949 10.1111/j.1600-0684.2008.00310.x,Research Article Retraction,Gabon Yes
4534,"Peptide immunization restimulates the memory CD4 T cell response but fails to induce cytotoxic T lymphocytes in cynomolgus monkeys (BLS) Genetics; (BLS) Zoology; (HSC) Medicine - Immunology; (HSC) Medicine - Infectious Disease;  Journal of Medical Primatology ---Wiley Unit of Immunology International Center for Medical Research, Franceville, (CIRMF) B.P. 769, GabonUnit of Medical Parasitology International Center for Medical Research, Franceville, (CIRMF) B.P. 769, GabonUnit of Retrovirology, International Center for Medical Research, Franceville, (CIRMF) B.P. 769, Gabon",+Euphemisms for Plagiarism+Plagiarism of Article,Elie Mavoungou Fousseyni S Toure Philippe Yaba Andre Delicat Virginie Poaty-Mavoungou,08/01/1998 9879861 10.1111/j.1600-0684.1998.tb00072.x,07/28/2008 18759949 10.1111/j.1600-0684.2008.00310.x,Research Article Retraction,Gabon Yes
