RID,"Retraction or Other Notices
Title/Subject(s)/Journal --- Publisher/Affiliation(s)/Retraction Watch Post URL(s)
155 Item(s) Found",Reason(s),Author(s),"Original Paper
Date/PubMedID/DOI","Retraction or Other Notices
Date/PubMedID/DOI","Article Type(s)
Nature of Notice","Countries
Paywalled?
Notes"
12239,"Behavioural study on cognition of clothing color based on brightness
(HUM) Arts - General; (SOC) Psychology; 
2010 6th International Conference on Natural Computation (ICNC) ---Institute of Electrical and Electronics Engineers (IEEE)
National Engineering Laboratory for Modern Silk, Soochow University, Suzhou, China College of Textile and Clothing Engineering, Soochow University, Nanjing, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information+Withdrawal,"Xiao-Feng Jiang
Guo-Lian Liu
Fang Qin
Shan-Shan Wang",08/10/2010,"09/23/2010

10.1109/ICNC.2010.5584717","Conference Abstract/Paper
Retraction","China
No"
14038,"Thoughts of the Construction Personalized Information Service System of University Libraries
(B/T) Business - Management; (HUM) Arts -Literature/Poetry; (PHY) Mathematics; (SOC) Education; 
2010 International Conference on Management and Service Science ---Institute of Electrical and Electronics Engineers (IEEE)
Library, Zhejiang Ocean University, Zhoushan, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Lan-Xia Fu,08/24/2010,"09/16/2010

10.1109/ICMSS.2010.5576690","Conference Abstract/Paper
Retraction","China
No"
13982,"Study on the application of team communication patterns in art design teaching
(HUM) Arts - General; (PUB) Society/Association Journals; (SOC) Communications; (SOC) Education; 
2010 The 2nd Conference on Environmental Science and Information Application Technology ---Institute of Electrical and Electronics Engineers (IEEE)
Department of Human Sciences & Department of Transport and Logistics Engineering, Shandong Jiaotong University, Jinan, China Department of Transport and Logistics Engineering, Shandong Jiaotong University, Jinan, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Investigation by Journal/Publisher+Notice - Limited or No Information+Withdrawal,"Liu Jian
Zhang Qiuhong
Cheng Qunqun","07/17/2010
00000000
10.1109/ESIAT.2010.5568967","09/09/2010
00000000
10.1109/ESIAT.2010.5568967","Conference Abstract/Paper
Retraction","China
No"
10511,"Analyzing the Nature of Art Design
(HUM) Arts - General; (PHY) Engineering - General; 
2010 2nd International Conference on Industrial and Information Systems ---Institute of Electrical and Electronics Engineers (IEEE)
Fine Arts Academy, Guangxi Normal University, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Ma Hong,07/10/2010,"09/07/2010

10.1109/INDUSIS.2010.5565723","Conference Abstract/Paper
Retraction","China
No"
12260,"Audio encoder architecture using an external and middle ear model and an approximate cochlear filter bank repartition
(B/T) Computer Science; (B/T) Technology; (HUM) Arts - Music; (PUB) Society/Association Journals; 
2010 3rd Intl Conference on Computer Science and Information Technology (ICCSIT) ---Institute of Electrical and Electronics Engineers (IEEE)
Laboratory of Systems and Signal Processing (LSTS), National Engineering School of Tunis, BP 37, Le Belvédère 1002, Tunisia
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Investigation by Journal/Publisher+Notice - Limited or No Information+Withdrawal,"Khalil Abid
Kais Ouni
Noureddine Ellouze","07/09/2010

10.1109/ICCSIT.2010.5563985","09/07/2010

10.1109/ICCSIT.2010.5563985","Conference Abstract/Paper
Retraction","Tunisia
No"
12071,"Harmonious color combination rules based on natural color system
(B/T) Computer Science; (HUM) Arts - General; (PUB) Society/Association Journals; 
2010 3rd Intl Conference on Computer Science and Information Technology (ICCSIT) ---Institute of Electrical and Electronics Engineers (IEEE)
Department of Multimedia Science, Sookmyung Women's University, Seoul, Korea
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Investigation by Journal/Publisher+Notice - Limited or No Information+Withdrawal,"Eun-Young Park
Ki-Eun Lee
Young-Ho Park","07/09/2010

10.1109/ICCSIT.2010.5564005","09/07/2010

10.1109/ICCSIT.2010.5564005","Conference Abstract/Paper
Retraction","South Korea
No"
11952,"Multi-modal music genre classification approach
(B/T) Computer Science; (B/T) Technology; (HUM) Arts - Music; (PUB) Society/Association Journals; 
2010 3rd Intl Conference on Computer Science and Information Technology (ICCSIT) ---Institute of Electrical and Electronics Engineers (IEEE)
Multimedia Lab of Information School, Renmin University of China, Beijing, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Investigation by Journal/Publisher+Notice - Limited or No Information+Withdrawal,"Chao Zhen
Jieping Xu","07/09/2010

10.1109/ICCSIT.2010.5564489","09/07/2010

10.1109/ICCSIT.2010.5564489","Conference Abstract/Paper
Retraction","China
No"
11557,"Subjective Relation Identification in Chinese Opinion Mining Based on Sentential Features and Ensemble Classifier
(HUM) Arts -Literature/Poetry; (PHY) Mathematics; 
2010 3rd International Conference on Computer Science and Information Technology ---Institute of Electrical and Electronics Engineers (IEEE)
School of Computer and Information, Hefei University of Technology, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Lijun Shi
Jing Zhang
Xuegang Hu",07/09/2010,"09/07/2010

10.1109/ICCSIT.2010.5564919","Conference Abstract/Paper
Retraction","China
No"
10358,"The Design of Art Gallery in Light Environment
(HUM) Arts - General; 
2010 2nd International Conference on Industrial and Information Systems ---Institute of Electrical and Electronics Engineers (IEEE)
School of Art and Design, Guilin University of Electronic Technology, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Wu Youneng,07/10/2010,"09/07/2010

10.1109/INDUSIS.2010.5565725","Conference Abstract/Paper
Retraction","China
No"
10348,"The Study on Art Design Cultivation
(B/T) Business - Management; (HUM) Arts - General; (SOC) Education; 
2010 2nd International Conference on Industrial and Information Systems ---Institute of Electrical and Electronics Engineers (IEEE)
School of Art and Design, Guilin University of Electronic Technology, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Wu Youneng,07/10/2010,"09/07/2010

10.1109/INDUSIS.2010.5565726","Conference Abstract/Paper
Retraction","China
No"
14429,"Innovative design of industrial-academic cooperation in baby products
(HUM) Arts - General; (PHY) Engineering - General; (PUB) Society/Association Journals; (SOC) Education; 
2010 IEEE International Conference on Advanced Management Science (ICAMS 2010) ---Institute of Electrical and Electronics Engineers (IEEE)
Department of Commercial Design, Chienkuo Technology University, Changhua, Taiwan
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author+Investigation by Journal/Publisher+Notice - Limited or No Information,"Ruilin Lin
Jingchen Xie","07/09/2010

10.1109/ICAMS.2010.5553019","08/23/2010

10.1109/ICAMS.2010.5553019","Conference Abstract/Paper
Retraction","Taiwan
No"
14426,"Study on creative design in composition
(HUM) Arts - General; (PUB) Society/Association Journals; (SOC) Education; 
2010 IEEE International Conference on Advanced Management Science (ICAMS 2010) ---Institute of Electrical and Electronics Engineers (IEEE)
Department of Commercial Design, Chienkuo Technology University, Changhua, Taiwan
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author+Investigation by Journal/Publisher+Notice - Limited or No Information,"Jingchen Xie
Ruilin Lin","07/09/2010

10.1109/ICAMS.2010.5553021","08/23/2010

10.1109/ICAMS.2010.5553021","Conference Abstract/Paper
Retraction","Taiwan
No"
11746,"Exploration of practical teaching system of clothing subject and improvement of educational mode of enterprise base
(HUM) Arts - General; (SOC) Education; 
2010 2nd International Conference on Education Technology and Computer (ICETC) ---Institute of Electrical and Electronics Engineers (IEEE)
Department of Clothing, Zhongyuan University of Technology, Zhengzhou City, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Fanglong Zhu
Kejing Li","06/22/2010

10.1109/ICETC.2010.5529623","07/29/2010

10.1109/ICETC.2010.5529623","Conference Abstract/Paper
Retraction","China
No"
11502,"Study on design strategy of brand culture in art education
(B/T) Business - Marketing; (HUM) Arts - General; (PUB) Society/Association Journals; (SOC) Education; 
2010 International Conference on Educational and Network Technology (ICENT) ---Institute of Electrical and Electronics Engineers (IEEE)
Coll. of Arts, Zhejiang Univ. of Finance & Econ., Hangzhou, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Investigation by Journal/Publisher+Notice - Limited or No Information+Withdrawal,Zhu Lili,"06/25/2010

10.1109/ICENT.2010.5532127","07/29/2010

10.1109/ICENT.2010.5532127","Conference Abstract/Paper
Retraction","China
No"
15061,"Research on practical teaching system of fashion subject and educational pattern of enterprise base
(HUM) Arts - General; (PUB) Society/Association Journals; (SOC) Education; 
2010 International Conference on Optics, Photonics and Energy Engineering (OPEE) ---Institute of Electrical and Electronics Engineers (IEEE)
Department of Clothing, Zhongyuan University of Technology, Zhengzhou City, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author+Investigation by Journal/Publisher+Notice - Limited or No Information,"Fanglong Zhu
Kejing Li","05/10/2010

10.1109/OPEE.2010.5508083","07/12/2010

10.1109/OPEE.2010.5508083","Conference Abstract/Paper
Retraction","China
No"
15241,"The Cultural Art of the Hezhe Ethnic Group Melts into the Course in the Art Teaching Theory
(HUM) Arts - General; (PHY) Mathematics; (SOC) Education; 
2010 International Conference on Optics, Photonics and Energy Engineering (OPEE) ---Institute of Electrical and Electronics Engineers (IEEE)
Social Science Journal Editorial Board, Jiamusi University, China School of Arts, Jiamusi University, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Wang Rui
Tian Li-hua",05/10/2010,"07/12/2010

10.1109/OPEE.2010.5507969","Conference Abstract/Paper
Retraction","China
No"
12925,"Study on therapeutic effect of music therapy on patients with dental anxiety of college students
(HSC) Medicine - Dentistry; (HSC) Medicine - Rehabilitation/Therapy; (HUM) Arts - Music; 
2010 International Conference on E-Health Networking Digital Ecosystems and Technologies (EDT) ---Institute of Electrical and Electronics Engineers (IEEE)
Hospital, Shijiazhuang Railway Institute, Shijiazhuang, 050043, Hebei, China Institutes of Zhongshan, university of electronic science and technology of china, 528402, Guangdong, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Pu Cheng
Rong Chen","04/17/2010

10.1109/EDT.2010.5496628","06/28/2010

10.1109/EDT.2010.5496628","Conference Abstract/Paper
Retraction","China
No"
10468,"An Analysis of a Genre Set in RA Abstracts and Introductions in Different Disciplines
(B/T) Computer Science; (HUM) Arts -Literature/Poetry; 
2010 Second International Workshop on Education Technology and Computer Science ---Institute of Electrical and Electronics Engineers (IEEE)
College of Foreign Languages, Chongqing University, Chongqing, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,"Han Ping
Wei Qingqing
Liu Yuying
Zhu Zhengyu","03/06/2010

10.1109/ETCS.2010.125","05/06/2010

10.1109/ETCS.2010.125","Conference Abstract/Paper
Retraction","China
No"
11271,"Application of digital technology in art-design education
(B/T) Technology; (HUM) Arts - General; (SOC) Education; 
2010 2nd International Conference on Education Technology and Computer (ICETC) ---Institute of Electrical and Electronics Engineers (IEEE)
Academy of Arts, Huangshi Institute of Technology, Huangshi, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author+Investigation by Journal/Publisher+Notice - Limited or No Information,Zhang Meng,"03/06/2010

10.1109/ETCS.2010.329","05/06/2010

10.1109/ETCS.2010.329","Conference Abstract/Paper
Retraction","China
No"
10401,"Chinese painting education under the contemporary situation
(HUM) Arts - General; (SOC) Education; 
2010 Second International Workshop on Education Technology and Computer Science ---Institute of Electrical and Electronics Engineers (IEEE)
Acad. of Arts, Hubei Normal Univ., Huangshi, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author+Investigation by Journal/Publisher,Chongzheng Tan,"03/06/2010

10.1109/ETCS.2010.322","05/06/2010

10.1109/ETCS.2010.322","Conference Abstract/Paper
Retraction","China
Yes"
10823,"Discussion on the Design Education Divided between Sense and Artistry
(HUM) Arts - General; (PUB) Society/Association Journals; (SOC) Education; 
2010 Second International Workshop on Education Technology and Computer Science ---Institute of Electrical and Electronics Engineers (IEEE)
Sch. of Art & Design, Wuhan Univ. of Technol., Wuhan, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Investigation by Journal/Publisher+Notice - Limited or No Information,Yun Duan,"03/06/2010

10.1109/ETCS.2010.369","05/06/2010

10.1109/ETCS.2010.369","Conference Abstract/Paper
Retraction","China
No"
11127,"Effects of Net-Media on Art Design Education
(B/T) Technology; (HUM) Arts - General; (SOC) Education; 
2010 Second International Workshop on Education Technology and Computer Science ---Institute of Electrical and Electronics Engineers (IEEE)
Academy of Arts, Huangshi Institute of Technology, Huangshi, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Chaoshun Wang,"03/06/2010

10.1109/ETCS.2010.531","05/06/2010

10.1109/ETCS.2010.531","Conference Abstract/Paper
Retraction","China
No"
11244,"On the Ability Development in the Course Graphic Originality
(B/T) Technology; (HUM) Arts - General; (SOC) Education; 
2010 Second International Workshop on Education Technology and Computer Science ---Institute of Electrical and Electronics Engineers (IEEE)
Hubei Normal University, Huangshi, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Notice - Limited or No Information,Zhang Hongbo,"03/06/2010

10.1109/ETCS.2010.532","05/06/2010

10.1109/ETCS.2010.532","Conference Abstract/Paper
Retraction","China
No"
10809,"To Explore Case-Driven Teaching Mode for Mechanical CG Course
(B/T) Computer Science; (HUM) Arts - General; (PUB) Society/Association Journals; (SOC) Education; 
2010 Second International Workshop on Education Technology and Computer Science ---Institute of Electrical and Electronics Engineers (IEEE)
Ind. Center, Xi'an Technol. Univ., Xi'an, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Investigation by Journal/Publisher+Notice - Limited or No Information,Li Wei,"03/06/2010

10.1109/ETCS.2010.314","05/06/2010

10.1109/ETCS.2010.314","Conference Abstract/Paper
Retraction","China
No"
6845,"A brief analysis of the cultural phenomena reflected by the furniture of Ming & Qing dynasties and its impact
(HUM) Architecture; (HUM) Arts - General; (HUM) History - Asia; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
Huangshi Institute of Technology, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author,Xuemei Yang,11/26/2009,"01/08/2010

10.1109/CAIDCD.2009.5374939","Conference Abstract/Paper
Retraction","China
Yes"
6864,"A decorative study on art symbols in Miao embroidery in Hunan and Guizhou Province of China
(HUM) Arts - Music; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
School of Art, Nantong University, Jiangsu Province 226007, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author,Lu Xiao-Yun,11/26/2009,"01/08/2010

10.1109/CAIDCD.2009.5375037","Conference Abstract/Paper
Retraction","China
Yes"
6806,"A research on the evolution path of ming-style round-backed armchair
(HUM) Arts - General; (HUM) History - Asia; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
Modern Industrial Design Institution of Zhejiang University, China",+Breach of Policy by Author,"Su Ke
Chai Chunlei
Wang Haining",11/26/2009,"01/08/2010

10.1109/CAIDCD.2009.5375075","Conference Abstract/Paper
Retraction","China
Yes"
6722,"Analysis on the formative arts of folk toys
(HUM) Arts - General; (HUM) History - General; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
School of Urban Design, Wuhan University, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author,"Guan Jiaqing
Wang Yifan",11/26/2009,"01/08/2010

10.1109/CAIDCD.2009.5374944","Conference Abstract/Paper
Retraction","China
Yes"
6809,"Application and innovation of Chinese red in modern design
(HUM) Architecture; (HUM) Arts - General; (HUM) History - Asia; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
College of Art&Design, Nan Chang University, Jiangxi Province 330031, China",+Breach of Policy by Author,"Qiuyue Zeng
Minglang Yang",11/26/2009,"01/08/2010

10.1109/CAIDCD.2009.5374859","Conference Abstract/Paper
Retraction","China
Yes"
6850,"Brief discussion on visual culture & design patterns of The Analects Jade Candle
(HUM) Arts - General; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
Department of Art and Design, Jiangsu University, Zhenjian, 212013, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author,"Wang Qiang
Yang Shaoli
Wu Wenyuan",11/26/2009,"01/08/2010

10.1109/CAIDCD.2009.5375014","Conference Abstract/Paper
Retraction","China
Yes"
6805,"Discussing on the art forms
(HUM) Arts - General; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
School of Art, Hubei Normal University, Huangshi, 435002, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author,Chongzheng Tan,11/26/2009,"01/08/2010

10.1109/CAIDCD.2009.5375244","Conference Abstract/Paper
Retraction","China
Yes"
6725,"Enlightenment of artistic features of soul vase in Wei and Jin dynasties on modern art design of ceramics
(HUM) Arts - General; (HUM) History - Asia; (HUM) Philosophy; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
College of Art, Zhejiang University of Technology, Hangzhou, 310023, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author,"Yunlong Qi
Xu Zhou",11/26/2009,"01/08/2010

10.1109/CAIDCD.2009.5375385","Conference Abstract/Paper
Retraction","China
Yes"
6815,"Heritage, reunification, integration - The thinking of national traditional culture and the contemporary design
(HUM) Architecture; (HUM) Arts - General; (HUM) History - General; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
Sanming University, Fujian, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author,"Guopeng Qiu
Xunxiang Li
Changjing Lu",11/26/2009,"01/08/2010

10.1109/CAIDCD.2009.5375254","Conference Abstract/Paper
Retraction","China
Yes"
6811,"Inheriting and development of modern Xieyi School flower-bird painting
(HUM) Arts - General; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
Arts Department, Huangshi Technology Institute, Hubei Province 435000, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author,"Yeilei Chen
Yuhui Gong",11/26/2009,"01/08/2010

10.1109/CAIDCD.2009.5375247","Conference Abstract/Paper
Retraction","China
Yes"
6849,"On the application of traditional Chinese cultural symbols of landscape architecture in modern design
(HUM) Architecture; (HUM) Arts - General; (HUM) History - Asia; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
China Academy of Art, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author,Chen Qi,11/26/2009,"01/08/2010

10.1109/CAIDCD.2009.5375059","Conference Abstract/Paper
Retraction","China
Yes"
6716,"On the artistic features of chopin nocturne OP.48 Nr1
(HUM) Arts - Music; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
Academy of Fine Arts, Huangshi Institute for Technology, Hubei Province 435003, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author,Ruan Qionggang,11/26/2009,"01/08/2010

10.1109/CAIDCD.2009.5374918","Conference Abstract/Paper
Retraction","China
Yes"
6719,"Researches on the influence of folk-custom on folk art from the perspective of Door-God Paintings in South Zhejiang
(HUM) Arts - General; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
College of Art, Zhejiang University of Technology, Hangzhou, 310023, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author,"Shaokan Lu
Xu Zhou",11/26/2009,"01/08/2010

10.1109/CAIDCD.2009.5375382","Conference Abstract/Paper
Retraction","China
Yes"
6808,"Sorcery, Taoism, polytheism, Sao - Sources of Chu art's spiritual images
(HUM) Arts - General; (HUM) History - Asia; (HUM) Philosophy; (HUM) Religion; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
Art College, Jiujiang University, Jiangxi Province 332005, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author+Date of Retraction/Other Unknown+Notice - Limited or No Information,Yang Sibao,"11/26/2009
00000000
10.1109/CAIDCD.2009.5374938","01/08/2010
00000000
10.1109/CAIDCD.2009.5374938","Conference Abstract/Paper
Retraction","China
Yes"
6723,"The development and innovation of Qing Dynasty furniture carving art
(HUM) Arts - General; (HUM) History - Asia; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
Faculty of Mechanical and Electrical Engineering, Kunming University of Science and Technology, Yunnan Province, 650093, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author,"Guanlan Gan
Weiping Hu
Yan Yang",11/26/2009,"01/08/2010

10.1109/CAIDCD.2009.5375213","Conference Abstract/Paper
Retraction","China
Yes"
6803,"The influence of zen on the gardens and landscape
(HUM) Arts - General; (HUM) Philosophy; (HUM) Religion; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
School of Urban Design Institute, Wuhan University, HuBei Province 430072, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author,"Jia-Qing Guan
Qui-Wen Shi",11/26/2009,"01/08/2010

10.1109/CAIDCD.2009.5374875","Conference Abstract/Paper
Retraction","China
Yes"
6853,"The leaping up schema reflected in the plastic arts of Sanxingdui Culture Relics
(HUM) Arts - General; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
Huangshi Institute of Technology, Hubei Province 435003, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author,"Shejiao Li
Shuying Guo",11/26/2009,"01/08/2010

10.1109/CAIDCD.2009.5375241","Conference Abstract/Paper
Retraction","China
Yes"
6720,"The simple analysis of paper-cut art in the restaurant for the application
(HUM) Arts - General; 
2009 IEEE 10th International Conference on Computer-Aided Industrial Design & Conceptual Design ---Institute of Electrical and Electronics Engineers (IEEE)
School of Urban Design Wuhan University, Hubei Province 430072, China
http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author,"Yang Yan
Guan Jiaqing",11/26/2009,"01/08/2010

10.1109/CAIDCD.2009.5375299","Conference Abstract/Paper
Retraction","China
Yes"
7467,"English Vocabulary Learning System Based on Theory of Depths of Processing
(B/T) Computer Science; (HUM) Arts -Literature/Poetry; (SOC) Education; 
2009 International Conference on Computer Technology and Development ---Institute of Electrical and Electronics Engineers (IEEE)
College of Literature, Hebei University of Engineering, Handan, China",+Notice - Limited or No Information,"Zheng Hongyan
Wang Xiaohui
Han Liyang",11/13/2009,"12/28/2009

10.1109/ICCTD.2009.86","Conference Abstract/Paper
Retraction","China
No"
7447,"The Research of Metacognitive Theorys Training on English Self-efficacy
(HUM) Arts -Literature/Poetry; (SOC) Education; 
2009 International Conference on Computer Technology and Development ---Institute of Electrical and Electronics Engineers (IEEE)
College of Literature, Hebei University of English, Handan, China",+Notice - Limited or No Information,"Zheng Hongyan
Niu Guixia
Tian Huiqing",11/13/2009,"12/28/2009

10.1109/ICCTD.2009.95","Conference Abstract/Paper
Retraction","China
No"
8034,"Research on the Museum Exhibition Design Project Management Based on Cost Control
(B/T) Business - Economics; (HUM) Arts - General; (SOC) Education; 
2009 International Conference on Management and Service Science ---Institute of Electrical and Electronics Engineers (IEEE)
Teaching Section of Industrial Design in the Department of, Mechanical Engineering, Hubei University of Automotive Technology, Shiyan, Hubei, P.R.China School of Urban Design, Wuhan University, Wu Han, Hubei, P.R.China",+Notice - Limited or No Information,"Wei Zhu
Zheng Yang",09/20/2009,"10/30/2009

10.1109/ICMSS.2009.5303193","Conference Abstract/Paper
Retraction","China
No"
3821,"Profile of Phillip Cohen
(HUM) Arts - Biography; 
PNAS: Proceedings of the National Academy of Sciences of the United States of America ---National Academy of Sciences (NAS)
freelance writer",+Error in Text,Carrie Arnold,"03/17/2009
19293376
10.1073/pnas.0902168106","04/08/2009
19357308
10.1073/pnas.0903490106","Auto/Biography
Retraction","United States
No"
20487,"An Auteur for All Seasons: An Interview with Eric Rohmer
(HUM) Arts -Literature/Poetry; 
French Forum ---University of Nebraska Press
unavailable",+Duplication of Article,Robert James Cardullo,"09/01/2008
00000000
10.1353/frf.0.0051","02/28/2009
00000000
10.1353/frf.0.0051","Review Article
Retraction","Unknown
No"
