cited_magid,cited_doi,cited_ref_hints(author),cited_retraction_year,cited_publication_year,citing_doi,citing_title,citing_author,citing_venue,venue_id,venue_type,venue_area,venue_category,citing_publisher,citing_publication_year,source,period,fulltext,retracted,notes
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.1002/14651858.cd003590.pub3,Interventions For Protecting Renal Function In The Perioperative Period,"Zacharias, Mathew; Conlon, Niamh P; Herbison, G Peter; Sivalingam, Pal; Walker, Robert J; Hovhannisyan, Karen",Cochrane Database of Systematic Reviews,issn: 13616137; issn:  1469493X,Journal article,Medicine,Medicine (miscellaneous); Pharmacology (medical),,2008,coci,0,DOI,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.1002/14651858.cd007594.pub2,Hydroxyethyl Starch (Hes) Versus Other Fluid Therapies: Effects On Kidney Function,"Dart, Allison B; Mutter, Thomas C; Ruth, Chelsea A; Taback, Shayne P",Cochrane Database of Systematic Reviews,issn: 13616137; issn:  1469493X,Journal article,Medicine,Medicine (miscellaneous); Pharmacology (medical),,2010,coci,0,DOI,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.1002/14651858.CD007594.PUB3,Hydroxyethyl starch (HES) versus other fluid therapies: effects on kidney function,Thomas C Mutter ;; Chelsea A Ruth ;; Allison B Dart,Cochrane Database of Systematic Reviews,issn: 13616137; issn:  1469493X,Journal article,Medicine,Medicine (miscellaneous); Pharmacology (medical),"John Wiley & Sons, Ltd",2013,mag,0,,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.1002/14651858.CD003590.PUB4,Interventions for protecting renal function in the perioperative period.,Mathew Zacharias ;; Mohan Mugawar ;; G Peter Herbison ;; Robert J Walker ;; Karen Hovhannisyan ;; Pal Sivalingam ;; Niamh P Conlon,Cochrane Database of Systematic Reviews,issn: 13616137; issn:  1469493X,Journal article,Medicine,Medicine (miscellaneous); Pharmacology (medical),"John Wiley & Sons, Ltd",2013,mag,0,,,
1236563440;;1576791255;;2319228865,10.1111/j.1365-2702.2010.03368.x,Moon Fai Chan,2011,2011,10.1002/14651858.CD010459.PUB2,Music for insomnia in adults,Kira V Jespersen ;; Julian Koenig ;; Poul Jennum ;; Peter Vuust,Cochrane Database of Systematic Reviews,issn: 13616137; issn:  1469493X,Journal article,Medicine,Medicine (miscellaneous); Pharmacology (medical),"John Wiley & Sons, Ltd",2015,mag,1,,,
2966994271,10.1097/MD.0000000000016495,Nkechi T Egenti;;Moses O Ede;;Edith N Nwokenna;;Theresa Oforka;;Bonaventure N Nwokeoma;;Daniel I Mezieobi;;Sabastian O Onah;;Kelechi R Ede;;Chijioke Amoke;;Edmund E Offordile;;Ngozi E Ezeh;;Celestine O Eze;;Patrick E Eluu;;Kingley C Amadi;;Benedict E Ugwuanyi;;Ngozi C Uzoagba;;Grace O Ugwonna;;Maduka L Nweke;;Vera Victor-Aigbodion,2020,2019,10.1177/1359457519888392,Text Watch,"Strange, John",British Journal of Music Therapy,issn: 13594575; issn:  20599773,Journal article,,,,2019,coci,0,DOI,,VENUE-NOT-IN-SCIMAGO
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1111/J.2044-8287.1996.TB00502.X,"Personality, cancer and coronary heart disease: Further evidence on a controversial issue",Manfred Amelang ;; Claudia Schmidt-Rathjens ;; Gerald Matthews,British Journal of Health Psychology,issn: 1359107X; issn:  20448287,Journal article,Medicine;; Psychology,Medicine (miscellaneous);; Applied Psychology,"John Wiley & Sons, Ltd",1996,mag,0,,,
3015365171,10.1136/bmjpo-2019-000620,Sadak Malik;;Tarjei Tørre Asprusten;;Maria Pedersen;;Julie Mangersnes;;Gro Trondalen;;Betty van Roy;;Eva Skovlund;;Vegard Bruun Wyller,2020,2020,10.1177/1359104520978461,Paediatric chronic fatigue syndrome: 25 year perspective.,Maria E Loades ;; Maria E Loades ;; Esther Crawley ;; Trudie Chalder ;; Trudie Chalder ;; Halina Flannery,Clinical Child Psychology and Psychiatry,issn: 13591045,Journal article,Medicine;; Psychology,"Medicine (miscellaneous); Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health;; Psychology; Clinical Psychology",SAGE Publications,2020,mag,1,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.2188/JEA.7.9,Association Between Self-Reported Stressful Feeling by SACL and Mortality in a Japanese Community,Kazuko Utoguchi ;; Shinichi Nishisaka ;; Noritaka Tokui ;; Tetsuya Mizoue ;; Itsuro Ogimoto ;; Takesumi Yoshimura,Journal of Epidemiology,issn: 13499092; issn:  09175040,Journal article,Medicine,Epidemiology; Medicine (miscellaneous),Japan Epidemiological Association,1997,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.2188/JEA.11.281,"Lung Cancer, Myocardial Infarction, and the Grossarth-Maticek Personality Types: A Case-control Study in Fukuoka, Japan",Jun Nagano ;; Nobuyuki Sudo ;; Chiharu Kubo ;; Suminori Kono,Journal of Epidemiology,issn: 13499092; issn:  09175040,Journal article,Medicine,Epidemiology; Medicine (miscellaneous),Japan Epidemiological Association,2001,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.2169/INTERNALMEDICINE.45.1453,A prospective Japanese study of the association between personality and the progression of lung cancer.,Jun Nagano ;; Yukito Ichinose ;; Hiroshi Asoh ;; Jiro Ikeda ;; Akira Ohshima ;; Nobuyuki Sudo ;; Chiharu Kubo,Internal Medicine,issn: 13497235; issn:  09182918,Journal article,Medicine,Internal Medicine; Medicine (miscellaneous),The Japanese Society of Internal Medicine,2006,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.4993/ACRT1992.4.5,Personality and cancer,Tsuyoshi Shigehisa,Annals of Cancer Research and Therapy,issn: 13446835,Journal article,"Biochemistry, Genetics and Molecular Biology;; Medicine",Cancer Research;; Oncology; Pharmacology (medical),The Japanese Society of Strategies for Cancer Research and Therapy,1995,mag,0,,,
2152885147,10.1111/j.1466-7657.2011.00900.x,C Ujuju;;J Anyanti;;S B Adebayo;;F Muhammad;;O Oluigbo;;A Gofwan,2011,2011,10.9790/0853-13460107,"To Determine The Knowledge And Attitudes On Modern Contraceptive Use Amongst Antenatal Attendees At The Niger Delta University Teaching Hospital, Okolobiri, South-South, Nigeria.",A.O Addah ;; I.J Abasi ;; E. H. Ikobho ;; I. A. Ibrahim,IOSR Journal of Dental and Medical Sciences,issn: 13428810; issn:  21859132,Journal article,Dentistry;; Medicine,Dentistry (miscellaneous);; Medicine (miscellaneous),,2014,mag,1,,,
2075796680,10.4103/0019-5545.105526,Prakash B Behere;;Anweshak Das;;Richa Yadav;;Aniruddh P Behere,2019,2013,10.18863/pgy.391783,Ruhsal Hastalıktan İyileşmeye Kültürel Etki,"Çam, M. Olcay; Uğuryol, Merve",Psikiyatride Güncel Yaklaşımlar,issn: 13090674; issn:  13090658,Journal article,Medicine;; Neuroscience,"Psychiatry and Mental Health;; Biological Psychiatry
",,2019,coci,1,DOI,,
2158392555,10.1111/j.0066-7372.2003.00023.x,Martin William Francis Stone,2011,2001,10.17860/EFD.04095,Ortaçağ’dan Erken Modern Döneme Batı Avrupa’da Eğitim Tarihi: Yeni Yaklaşımlar,T. Tolga Gümüş,Mersin Üniversitesi Eğitim Fakültesi Dergisi,issn: 13067850,Journal article,,,,2010,mag,0,,,VENUE-NOT-IN-SCIMAGO
2075796680,10.4103/0019-5545.105526,Prakash B Behere;;Anweshak Das;;Richa Yadav;;Aniruddh P Behere,2019,2013,,İslamofobi’nin Psikolojik Olarak İncelenmesi,Necmi Karsli,Dinbilimleri Akademik Araştırma Dergisi,issn: 13039199; issn:  13039199,Journal article,,,,2013,mag,0,,,VENUE-NOT-IN-SCIMAGO
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,,The Relationship between Spiritual Leadership Features of the Principals and Job Empowerment,Sedigheh Salmanpour ;; Noushin Faraji Vandaei ;; Leyla Mosafer Yadegari ;; Huriyeh Bayram Nezhad ;; Abolfazl Ghasemzadeh ;; Aziz Hedayati Khoshemehr,Kuram ve Uygulamada Egitim Bilimleri,issn: 13030485,Journal article,Social Sciences,Education,,2014,mag,1,68_nodoi.pdf,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,,The Relationship between Spiritual Leadership and Organizational Citizenship Behaviors: A Research on School Principals' Behaviors.,Ahmet Kaya,Kuram Ve Uygulamada Egitim Bilimleri,issn: 13030485,Journal article,Social Sciences,Education,"Educational Consultancy, Ltd (EDAM). Kisikli Mh. Alemdag Cd. Yan Yol Sk., SBK Is Merkezi No:5 Kat:1, Uskudar-Istanbul, 34692 Turkey. Tel: +90-216-481-30-23; Fax: +90-216-481-31-36; e-mail: editor@edam.com.tr; Web site: http://www.edam.com.tr/estp.asp",2015,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.18211/KJHRDQ.2015.17.4.003,"A study on impacts of meaningful work on employee attitudes: Focused on job crafting, pride, and harmonious passion",Jai-Hyun Seo,The Korean Journal of Human Resource Development Quarterly,issn: 12295086,Journal article,,,The Korean Society For Human Resource Development,2015,mag,1,,,VENUE-NOT-IN-SCIMAGO
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.24230/KSIOP.28.3.201508.507,An exploratory study on the antecedents and consequences of workplace envy,MyungHo Chung ;; Jiyoung Ahn ;; Kihyun Lee ;; Sookyung Lee,The Korean Journal of Industrial and Organizational Psychology,issn: 12290696; issn:  26714345 ,Journal article,,,Korean Society for Industrial and Organizational Psychology,2015,mag,1,,,VENUE-NOT-IN-SCIMAGO
2087178820,10.1080/1462740500061160,Charles K Armstrong,2020,2005,10.13081/KJMH.2019.28.139,The Socialist Camp’s North Korean Medical Support and Exchange (1945-1958): Between Learning from the Soviet Union and Independent Course,Jin-hyouk Kim ;; Mi-ra Moon,Korean Journal of Medical History,issn: 1225505X; issn:  20935609,Journal article,Arts and Humanities;; Medicine,"History and Philosophy of Science;;
Medicine (miscellaneous)
",The Korean Society for the History of Medicine,2019,mag,0,,,
2087178820,10.1080/1462740500061160,Charles K Armstrong,2020,2005,10.1111/J.1976-5118.2008.00004.X,Lessons from the Past: The First Wave of Developmental Assistance to North Korea and the German Reconstruction of Hamhùng,Rüdiger Frank,Pacific Focus,issn: 12254657; issn:  19765118,Journal article,Social Sciences,"Political Science and International Relations; Sociology and Political Science
",Blackwell Publishing Asia,2008,mag,0,,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.2165/00003088-200544070-00002,Pharmacokinetics of Hydroxyethyl Starch,Cornelius Jungheinrich ;; Thomas A Neff,Clinical Pharmacokinectics,"issn: 11791926; issn:  03125963
",Journal article,"Medicine;; Pharmacology, Toxicology and Pharmaceutics","Pharmacology (medical);;
Pharmacology",Springer International Publishing,2005,mag,0,,,
2152885147,10.1111/j.1466-7657.2011.00900.x,C Ujuju;;J Anyanti;;S B Adebayo;;F Muhammad;;O Oluigbo;;A Gofwan,2011,2011,10.2147/OAJC.S274570,Use of Modern Contraceptive Methods in Burkina Faso: What are the Obstacles to Male Involvement in Improving Indicators in the Centre-East and Centre-North Regions?,Aristide Romaric Bado ;; Hermann Badolo ;; Lamoussa Robert Zoma,Open Access Journal,issn: 11791519,Journal article,"Medicine;; Pharmacology, Toxicology and Pharmaceutics","Pharmacology (medical);; Pharmacology, Toxicology and Pharmaceutics (miscellaneous)",Dove Press,2020,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,,Testing the relationship between spiritual leadership and job satisfaction in the iranian healthcare industry,Mohsen Malekalketab Khiabani ;; Mandana Abdizadeh ;; Mas Bambang Baroto,Open access jounrals,issn: 11791519,Journal article,"Medicine;; Pharmacology, Toxicology and Pharmaceutics","Pharmacology (medical);; Pharmacology, Toxicology and Pharmaceutics (miscellaneous)",Open Access Journals,2020,mag,1,,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.2147/IJGM.S3495,Update on transfusion solutions during surgery: review of hydroxyethyl starches 130/0.4.,Ornella Piazza ;; Giuliana Scarpati,International Journal of General Medicine,issn: 11787074,Journal article,Medicine,Medicine (miscellaneous),Dove Press,2010,mag,0,,,
2152885147,10.1111/j.1466-7657.2011.00900.x,C Ujuju;;J Anyanti;;S B Adebayo;;F Muhammad;;O Oluigbo;;A Gofwan,2011,2011,10.2147/JMDH.S57117,An assessment of the quality of advice provided by patent medicine vendors to users of oral contraceptive pills in urban Nigeria.,Chinazo Ujuju ;; Samson B Adebayo ;; Jennifer Anyanti ;; Obi Oluigbo ;; Fatima Muhammad ;; Augustine Ankomah,Journal of multidisciplinary healthcare,issn: 11782390,Journal article,Medicine;; Nursing,Medicine (miscellaneous);; 	Nursing (miscellaneous),Dove Press,2014,mag,1,,,
2075796680,10.4103/0019-5545.105526,Prakash B Behere;;Anweshak Das;;Richa Yadav;;Aniruddh P Behere,2019,2013,10.1177/1178223420903054,"Religiosity, Psychological Resilience, and Mental Health Among Breast Cancer Patients in Kingdom of Saudi Arabia.",Nawal A Al Eid ;; Mohammed Mj Alqahtani ;; Khaldoun Marwa ;; Boshra A Arnout ;; Boshra A Arnout ;; Hajar S Alswailem ;; Al Anoud Al Toaimi,Breast Cancer: Basic and Clinical Research,issn: 11782234,Journal article,"Biochemistry, Genetics and Molecular Biology;; Medicine",Cancer Research;; Oncology,"SAGE PublicationsSage UK: London, England",2020,mag,1,,,
1236563440;;1576791255;;2319228865,10.1111/j.1365-2702.2010.03368.x,Moon Fai Chan,2011,2011,10.2147/NDT.S82572,Effect of music intervention on the cognitive and depression status of senior apartment residents in Taiwan.,Shu-Yu Tai ;; Ling-Chun Wang ;; Yuan-Han Yang,Neuropsychiatric Disease and Treatment,issn: 11766328,Journal article,Medicine;; Neuroscience,"Psychiatry and Mental Health;;
Biological Psychiatry
",Dove Press,2015,mag,1,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1016/S1138-6045(08)71835-5,Conceptos de estrés relacionados con fisioterapia,B. Corral de Eusebio,Revista Iberoamericana de Fisioterapia y Kinesiología,"issn: 11386045; issn:  15781941
",Journal article,Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",Elsevier,2008,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,,TYPE A BEHAVIOUR WITH ERCTA SCALE IN NORMAL SUBJECTS AND CORONARY PATIENTS,María del Rosario Martínez Arias ;; Carlos Rodríguez Sutil ;; Estrella Pulido Requero ;; Pedro M. Gil Corbacho ;; M. González Alvarez,Psychology in Spain,issn: 11379685,Journal article,,,Colegio Oficial de Psicólogos de Madrid,1998,mag,0,,,VENUE-NOT-IN-SCIMAGO
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.5944/RPPC.VOL.12.NUM.2.2007.4039,"Fiabilidad, validez factorial y datos normativos de la versión española del inventario abreviado de reacciones interpersonales (SIRI) de Grossarth-Maticek y Eysenck",Alfonso Martínez-Correa ;; Gustavo A. Reyes del Paso,Revista de Psicopatología y Psicología Clínica,issn: 11365420,Journal article,Medicine;; Psychology,Psychiatry and Mental Health;; Clinical Psychology,Asociación Española de Psicología Clínica y Psicopatología,2007,mag,0,,,
2152885147,10.1111/j.1466-7657.2011.00900.x,C Ujuju;;J Anyanti;;S B Adebayo;;F Muhammad;;O Oluigbo;;A Gofwan,2011,2011,,"Do knowledge and cultural perceptions of modern female contraceptives predict male involvement in Ayete, Nigeria?",Ayodeji A. Sanusi ;; Oluwaseun O. Akinyemi ;; Oghenetega O. Onoviran,African Journal of Reproductive Health,issn: 11184841,Journal article,Medicine,"Obstetrics and Gynecology; Public Health, Environmental and Occupational Health; Reproductive Medicine",Women's Health and Action Research Center,2014,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,,The relationship between spiritual leadership and vertical organizational trust,Sedigheh Tootian Esfahani ;; Sajjad Sedaghat,Journal of Scientific Research and Development,issn: 11157569,Journal article,,,,2015,mag,1,36_nodoi.pdf,,VENUE-NOT-IN-SCIMAGO
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.1002/JOB.1921,Give them what they want or give them what they need? Ideology in the study of leadership,Michael D. Mumford ;; Yitzhak Fried,Journal of Organizational Behavior,issn: 10991379; issn:  08943796,Journal article,"Business, Management and Accounting;; Psychology;;
Social Sciences
",Organizational Behavior and Human Resource Management;; Applied Psychology; Psychology (miscellaneous);; Sociology and Political Science,"John Wiley & Sons, Ltd",2014,mag,1,,,
2137877549,10.1177/0146167207312465,Lennart J Renkema;;Diederik A Stapel;;Marcus Maringer;;Nico W van Yperen,2013,2008,10.1002/EJSP.818,Fear and uncertainty in the face of death: The role of life after death in group identification,Zachary P. Hohman ;; Michael A. Hogg,European Journal of Social Psychology,issn: 10990992; issn:  00462772,Journal article,Psychology,Social Psychology,"John Wiley & Sons, Ltd",2011,mag,0,,,
2121461932,10.3171/2010.9.FOCUS10200,Samuel Romero-Vargas;;Jose Luis Ruiz-Sandoval;;Arturo Sotomayor-Gonzalez;;Rogelio Revuelta-Gutierrez;;Miguel Angel Celis-Lopez;;Juan Luis Gomez-Amador;;Ulises Garcia-Gonzalez;;Raul Lopez-Serna;;Victor Garcia-Navarro;;Diego Mendez-Rosito;;Victor Correa-Correa;;Sergio Gomez-Llata,2018,2010,10.1002/AJPA.22832,"Antiquity and geographic distribution of cranial modification among the prehistoric groups of Fuego-Patagonia, Chile.",Marta P. Alfonso-Durrruty ;; Bretton T. Giles ;; Bretton T. Giles ;; Nicole Misarti ;; Manuel San Roman ;; Flavia Morello,American Journal of Physical Anthropology,issn: 10968644; issn:  00029483,Journal article,Medicine;; Social Sciences,"Anatomy;; Anthropology
","John Wiley & Sons, Ltd",2015,mag,0,,,
2139588191;;193261174;;2326968768,10.1111/j.1466-8238.2009.00501.x,Ulrike Herzschuh;;H John B Birks;;Xingqi Liu;;Claudia Kubatzki;;Gerrit Lohmann,2010,2009,10.1016/J.JARIDENV.2018.10.005,Erosion dynamics in the southern Tibetan Plateau at a century time scale from historical photographs,Jan Kropáček,Journal of Arid Environments,"issn: 1095922X; issn:  01401963
",Journal article,"Agricultural and Biological Sciences;;
Earth and Planetary Sciences;; Environmental Science","Ecology, Evolution, Behavior and Systematics;; Earth-Surface Processes;; Ecology
",Academic Press,2019,mag,1,,,
2137877549,10.1177/0146167207312465,Lennart J Renkema;;Diederik A Stapel;;Marcus Maringer;;Nico W van Yperen,2013,2008,10.1126/SCIENCE.1201068,Coping with chaos: how disordered contexts promote stereotyping and discrimination.,Diederik A. Stapel ;; Siegwart Lindenberg ;; Siegwart Lindenberg,Science,issn: 10959203; issn:  00368075,Journal article,"Arts and Humanities;;
Multidisciplinary",History and Philosophy of Science;; Multidisciplinary,American Association for the Advancement of Science,2011,mag,0,,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.1016/B978-1-4160-5476-4.00052-3,52 – How Does One Optimize Care in Patients at Risk for or Presenting with Acute Kidney Injury?,Josée Bouchard ;; Ravindra L. Mehta,Evidence-Based Practice,"issn: 10954120, 24733717",Journal article,Nursing,Fundamentals and Skills,,2011,mag,0,,,
2121461932,10.3171/2010.9.FOCUS10200,Samuel Romero-Vargas;;Jose Luis Ruiz-Sandoval;;Arturo Sotomayor-Gonzalez;;Rogelio Revuelta-Gutierrez;;Miguel Angel Celis-Lopez;;Juan Luis Gomez-Amador;;Ulises Garcia-Gonzalez;;Raul Lopez-Serna;;Victor Garcia-Navarro;;Diego Mendez-Rosito;;Victor Correa-Correa;;Sergio Gomez-Llata,2018,2010,10.3171/2012.6.FOCUS12120,Knowledge of skull base anatomy and surgical implications of human sacrifice among pre-Columbian Mesoamerican cultures,Raul Lopez-Serna ;; Juan Luis Gomez-Amador ;; Juan Barges-Coll ;; Nicasio Arriada-Mendicoa ;; Samuel Romero-Vargas ;; Miguel Ramos-Peek ;; Miguel Angel Celis-Lopez ;; Rogelio Revuelta-Gutierrez ;; Lesly Portocarrero-Ortiz,Neurosurgical Focus,issn: 10920684,Journal article,Medicine,"Medicine (miscellaneous); Neurology (clinical); Surgery
",American Association of Neurological Surgeons,2012,mag,0,,,
2121461932,10.3171/2010.9.FOCUS10200,Samuel Romero-Vargas;;Jose Luis Ruiz-Sandoval;;Arturo Sotomayor-Gonzalez;;Rogelio Revuelta-Gutierrez;;Miguel Angel Celis-Lopez;;Juan Luis Gomez-Amador;;Ulises Garcia-Gonzalez;;Raul Lopez-Serna;;Victor Garcia-Navarro;;Diego Mendez-Rosito;;Victor Correa-Correa;;Sergio Gomez-Llata,2018,2010,10.3171/2014.1.FOCUS13466,Artificially deformed crania from the Hun-Germanic Period (5th-6th century ad) in northeastern Hungary: historical and morphological analysis.,Mónika Molnár ;; István János ;; László Szűcs ;; László Szathmáry,Neurosurgical Focus,issn: 10920684,Journal article,Medicine,"Medicine (miscellaneous); Neurology (clinical); Surgery
",American Association of Neurological Surgeons,2014,mag,0,,,
2168925826,10.1177/0305735613482025,Nicolas Guéguen;;Sébastien Meineri;;Jacques Fischer-Lokou,2020,2013,10.1016/J.EVOLHUMBEHAV.2017.10.005,"Musical improvisation skill in a prospective partner is associated with mate value and preferences, consistent with sexual selection and parental investment theory : implications for the origin of music",Guy Madison ;; Jakob Holmquist ;; Mattias Vestin,Evolution and Human Behavior,issn: 10905138,Journal article,"Agricultural and Biological Sciences;;
Arts and Humanities;; Psychology
","Ecology, Evolution, Behavior and Systematics;; Arts and Humanities (miscellaneous);; Experimental and Cognitive Psychology
",Elsevier,2018,mag,0,,,
2039505288,10.1097/00000539-200010000-00022,Joachim Boldt,2020,2000,10.1177/108925320400800405,Acute lung injury and acute respiratory distress syndrome after pulmonary resection.,Katherine P. Grichnik ;; Thomas A. D'Amico,Seminars in Cardiothoracic and Vascular Anesthesia,issn: 10892532; issn:  19405596,Journal article,Medicine,"Anesthesiology and Pain Medicine;
Cardiology and Cardiovascular Medicine
",SAGE Publications,2004,mag,0,,,
2137877549,10.1177/0146167207312465,Lennart J Renkema;;Diederik A Stapel;;Marcus Maringer;;Nico W van Yperen,2013,2008,10.1177/1088868309352321,Two Decades of Terror Management Theory: A Meta-Analysis of Mortality Salience Research:,Brian L. Burke ;; Andy Martens ;; Erik H. Faucher,Personality and Social Psychology Review,issn: 10888683; issn:  15327957,Journal article,Psychology,Social Psychology,Sage Publications,2010,mag,0,,,
2039505288,10.1097/00000539-200010000-00022,Joachim Boldt,2020,2000,10.1093/AJHP/62.6.637,Albumin for fluid resuscitation: implications of the Saline versus Albumin Fluid Evaluation.,John W. Devlin ;; Jeffrey F. Barletta,American Journal of Health-system Pharmacy,issn: 10792082; issn:  15352900,Journal article,"Health Professions;; Medicine;; Pharmacology, Toxicology and Pharmaceutics
","Pharmacy;; Health Policy; Medicine (miscellaneous);; Pharmacology
",American Society of Health-System Pharmacists,2005,mag,0,,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.1097/01.SHK.0000225415.5969694.CE,Biomarkers of acute renal injury and renal failure.,Ronald J. Trof ;; Francesco Di Maggio ;; Jan Leemreis ;; A. B. Johan Groeneveld,Shock,"issn: 10732322, 15400514",Journal article,Medicine,"Critical Care and Intensive Care Medicine;
Emergency Medicine",Shock,2006,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1007/BF01857280,An empirical study of the diathesis-stress theory of disease,R. Grossarth-Maticek ;; H. J. Eysenck ;; Gregory J. Boyle,International Journal of Stress Management,issn: 10725245; issn:  15733424,Journal article,"Business, Management and Accounting;; Medicine;; Psychology;;
Social Sciences","Business, Management and Accounting (miscellaneous);;
Medicine (miscellaneous);; Applied Psychology; Psychology (miscellaneous);; Education
",Kluwer Academic Publishers-Human Sciences Press,1994,mag,0,,,
2318852949,10.1177/0961463X15577256,Jeff Noonan,2020,2015,10.1080/1070289X.2019.1599580,The poetics of justice: aphorism and chorus as modes of anti-racism,Gargi Bhattacharyya,Identities-global Studies in Culture and Power,issn: 1070289X,Journal article,"Arts and Humanities;;
Social Sciences","Arts and Humanities (miscellaneous);;
Anthropology; Cultural Studies",Taylor & Francis,2020,mag,1,,,
2137877549,10.1177/0146167207312465,Lennart J Renkema;;Diederik A Stapel;;Marcus Maringer;;Nico W van Yperen,2013,2008,10.3758/S13423-011-0211-9,Nothing concentrates the mind: thoughts of death improve recall,Joshua Hart ;; Daniel J. Burns,Psychonomic Bulletin & Review,issn: 10699384; issn:  15315320,Journal article,"Arts and Humanities;;
Psychology","Arts and Humanities (miscellaneous);;	Developmental and Educational Psychology; Experimental and Cognitive Psychology
",Springer-Verlag,2012,mag,0,,,
2055080221,10.1016/j.sbspro.2011.05.014,Nangkula Utaberta;;Badiossadat Hassanpour;;Adi Irfan Che Ani;;Mastor Surat,2011,2011,10.1016/J.COMPEDU.2015.06.004,Social media-based learning in the design studio,Kutay Güler,Computers in Education,issn: 10693769,Journal article,Computer Science;; Social Sciences,Computer Science (miscellaneous);; Education,Pergamon,2015,mag,1,,,
1968685498,10.1016/j.leaqua.2011.02.002,Louis W Fry;;Sean T Hannah;;Michael Noel;;Frederick O Walumbwa,2014,2011,10.1037/A0028966,Character development through spiritual leadership.,Patrick J. Sweeney ;; Louis W. Fry,Consulting Psychology Journal: Practice and Research,issn: 10659293; issn:  19390149,Journal article,Psychology,Developmental and Educational Psychology; Psychology (miscellaneous),Educational Publishing Foundation,2012,mag,0,,,
